chapter_number,chapter_title,tokens,pos,lemma,tag,dep,sentence,title,ent_word,ent_label
Chapter 47,The Keys,open,ADJ,open,JJ,amod,"If someone did see us, we were just two girls, standing in front of an open trunk.",,,
Chapter 47,The Keys,trunk,NOUN,trunk,NN,pobj,"If someone did see us, we were just two girls, standing in front of an open trunk.",,,
Chapter 47,The Keys,sticks,NOUN,stick,NNS,attr,"And there were two more sticks that had rolled out of the bag, way in the back.",,,
Chapter 47,The Keys,rolled,VERB,roll,VBN,relcl,"And there were two more sticks that had rolled out of the bag, way in the back.",,,
Chapter 47,The Keys,bag,NOUN,bag,NN,pobj,"And there were two more sticks that had rolled out of the bag, way in the back.",,,
Chapter 47,The Keys,way,NOUN,way,NN,dep,"And there were two more sticks that had rolled out of the bag, way in the back.",,,
Chapter 47,The Keys,face,VERB,face,VB,ROOT,"I just couldn’t face the thought of leaving any loose ends, so I climbed into the trunk to reach the last two sticks of dynamite.",,,
Chapter 47,The Keys,thought,NOUN,thought,NN,dobj,"I just couldn’t face the thought of leaving any loose ends, so I climbed into the trunk to reach the last two sticks of dynamite.",,,
Chapter 47,The Keys,leaving,VERB,leave,VBG,pcomp,"I just couldn’t face the thought of leaving any loose ends, so I climbed into the trunk to reach the last two sticks of dynamite.",,,
Chapter 47,The Keys,loose,ADJ,loose,JJ,amod,"I just couldn’t face the thought of leaving any loose ends, so I climbed into the trunk to reach the last two sticks of dynamite.",,,
Chapter 47,The Keys,ends,NOUN,end,NNS,dobj,"I just couldn’t face the thought of leaving any loose ends, so I climbed into the trunk to reach the last two sticks of dynamite.",,,
Chapter 47,The Keys,climbed,VERB,climb,VBD,conj,"I just couldn’t face the thought of leaving any loose ends, so I climbed into the trunk to reach the last two sticks of dynamite.",,,
Chapter 47,The Keys,trunk,NOUN,trunk,NN,pobj,"I just couldn’t face the thought of leaving any loose ends, so I climbed into the trunk to reach the last two sticks of dynamite.",,,
Chapter 47,The Keys,reach,VERB,reach,VB,advcl,"I just couldn’t face the thought of leaving any loose ends, so I climbed into the trunk to reach the last two sticks of dynamite.",,,
Chapter 47,The Keys,sticks,NOUN,stick,NNS,dobj,"I just couldn’t face the thought of leaving any loose ends, so I climbed into the trunk to reach the last two sticks of dynamite.",,,
Chapter 47,The Keys,dynamite,NOUN,dynamite,NN,pobj,"I just couldn’t face the thought of leaving any loose ends, so I climbed into the trunk to reach the last two sticks of dynamite.",,,
Chapter 48,God Bless Mother,dropped,VERB,drop,VBD,ROOT,"
    I dropped it like a hotcake and backed away, as far as the trunk would allow, which was only about an inch or two.",,,
Chapter 48,God Bless Mother,like,ADP,like,IN,prep,"
    I dropped it like a hotcake and backed away, as far as the trunk would allow, which was only about an inch or two.",,,
Chapter 48,God Bless Mother,hotcake,NOUN,hotcake,NN,pobj,"
    I dropped it like a hotcake and backed away, as far as the trunk would allow, which was only about an inch or two.",,,
Chapter 48,God Bless Mother,backed,VERB,back,VBD,conj,"
    I dropped it like a hotcake and backed away, as far as the trunk would allow, which was only about an inch or two.",,,
Chapter 48,God Bless Mother,away,ADV,away,RB,advmod,"
    I dropped it like a hotcake and backed away, as far as the trunk would allow, which was only about an inch or two.",,,
Chapter 48,God Bless Mother,far,ADV,far,RB,advmod,"
    I dropped it like a hotcake and backed away, as far as the trunk would allow, which was only about an inch or two.",,,
Chapter 48,God Bless Mother,trunk,NOUN,trunk,NN,nsubj,"
    I dropped it like a hotcake and backed away, as far as the trunk would allow, which was only about an inch or two.",,,
Chapter 48,God Bless Mother,allow,VERB,allow,VB,advcl,"
    I dropped it like a hotcake and backed away, as far as the trunk would allow, which was only about an inch or two.",,,
Chapter 48,God Bless Mother,inch,NOUN,inch,NN,attr,"
    I dropped it like a hotcake and backed away, as far as the trunk would allow, which was only about an inch or two.",,,
Chapter 49,God Bless David,sticks,NOUN,stick,NNS,pobj,Except for the two sticks I’d left in the trunk.,,,
Chapter 49,God Bless David,left,VERB,leave,VBD,relcl,Except for the two sticks I’d left in the trunk.,,,
Chapter 49,God Bless David,trunk,NOUN,trunk,NN,pobj,Except for the two sticks I’d left in the trunk.,,,
Chapter 50,Worries,asked,VERB,ask,VBD,ROOT,"
    “Why,” asked JT, “if you went to all the trouble to steal the rest—why didn’t you take the last two sticks?”",,,
Chapter 50,Worries,JT,PROPN,jt,NNP,dobj,"
    “Why,” asked JT, “if you went to all the trouble to steal the rest—why didn’t you take the last two sticks?”",,JT,GPE
Chapter 50,Worries,went,VERB,go,VBD,advcl,"
    “Why,” asked JT, “if you went to all the trouble to steal the rest—why didn’t you take the last two sticks?”",,,
Chapter 50,Worries,trouble,NOUN,trouble,NN,pobj,"
    “Why,” asked JT, “if you went to all the trouble to steal the rest—why didn’t you take the last two sticks?”",,,
Chapter 50,Worries,steal,VERB,steal,VB,advcl,"
    “Why,” asked JT, “if you went to all the trouble to steal the rest—why didn’t you take the last two sticks?”",,,
Chapter 50,Worries,rest,NOUN,rest,NN,dobj,"
    “Why,” asked JT, “if you went to all the trouble to steal the rest—why didn’t you take the last two sticks?”",,,
Chapter 50,Worries,sticks,NOUN,stick,NNS,dobj,"
    “Why,” asked JT, “if you went to all the trouble to steal the rest—why didn’t you take the last two sticks?”",,,
Chapter 50,Worries,wanted,VERB,want,VBD,ccomp,"I wanted to get it off my chest, wanted him to reassure me that two sticks were nothing, no real harm could be done.",,,
Chapter 50,Worries,chest,NOUN,chest,NN,pobj,"I wanted to get it off my chest, wanted him to reassure me that two sticks were nothing, no real harm could be done.",,,
Chapter 50,Worries,wanted,VERB,want,VBD,conj,"I wanted to get it off my chest, wanted him to reassure me that two sticks were nothing, no real harm could be done.",,,
Chapter 50,Worries,him,PRON,he,PRP,nsubj,"I wanted to get it off my chest, wanted him to reassure me that two sticks were nothing, no real harm could be done.",,,
Chapter 50,Worries,reassure,VERB,reassure,VB,ccomp,"I wanted to get it off my chest, wanted him to reassure me that two sticks were nothing, no real harm could be done.",,,
Chapter 50,Worries,me,PRON,i,PRP,dobj,"I wanted to get it off my chest, wanted him to reassure me that two sticks were nothing, no real harm could be done.",,,
Chapter 50,Worries,sticks,NOUN,stick,NNS,nsubj,"I wanted to get it off my chest, wanted him to reassure me that two sticks were nothing, no real harm could be done.",,,
Chapter 50,Worries,real,ADJ,real,JJ,amod,"I wanted to get it off my chest, wanted him to reassure me that two sticks were nothing, no real harm could be done.",,,
Chapter 50,Worries,harm,NOUN,harm,NN,nsubjpass,"I wanted to get it off my chest, wanted him to reassure me that two sticks were nothing, no real harm could be done.",,,
Chapter 52,Afterwards,minute,NOUN,minute,NN,pobj,"
    After a minute or two, the smell of smoke wafted out the open back door.",,a minute,TIME
Chapter 52,Afterwards,smell,NOUN,smell,NN,nsubj,"
    After a minute or two, the smell of smoke wafted out the open back door.",,,
Chapter 52,Afterwards,smoke,NOUN,smoke,NN,pobj,"
    After a minute or two, the smell of smoke wafted out the open back door.",,,
Chapter 52,Afterwards,wafted,VERB,waft,VBD,ROOT,"
    After a minute or two, the smell of smoke wafted out the open back door.",,,
Chapter 52,Afterwards,open,ADJ,open,JJ,amod,"
    After a minute or two, the smell of smoke wafted out the open back door.",,,
Chapter 52,Afterwards,door,NOUN,door,NN,dobj,"
    After a minute or two, the smell of smoke wafted out the open back door.",,,
Chapter 52,Afterwards,older,ADJ,old,JJR,amod,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,man,NOUN,man,NN,appos,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,went,VERB,go,VBD,relcl,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,Pastor,PROPN,pastor,NNP,compound,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,George,PROPN,george,NNP,pobj,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,look,VERB,look,VB,advcl,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,damage,NOUN,damage,NN,pobj,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,house,NOUN,house,NN,pobj,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,young,ADJ,young,JJ,amod,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,man,NOUN,man,NN,conj,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,mustache,NOUN,mustache,NN,pobj,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,interested,ADJ,interested,JJ,oprd,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,talking,VERB,talk,VBG,pcomp,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,Mother,PROPN,mother,NNP,pobj,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,me,PRON,i,PRP,conj,"There were two of them, an older man who went off with Pastor George to look at the damage in the house, and a young man with a mustache, who seemed most interested in talking to Mother and me.",,,
Chapter 52,Afterwards,daddy,NOUN,daddy,NN,nsubj,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,,
Chapter 52,Afterwards,sucked,VERB,suck,VBD,ROOT,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,,
Chapter 52,Afterwards,his,PRON,his,PRP$,poss,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,,
Chapter 52,Afterwards,breath,NOUN,breath,NN,pobj,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,,
Chapter 52,Afterwards,told,VERB,tell,VBD,advcl,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,,
Chapter 52,Afterwards,letter,NOUN,letter,NN,compound,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,,
Chapter 52,Afterwards,opener,NOUN,opener,NN,pobj,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,,
Chapter 52,Afterwards,forgetting,VERB,forget,VBG,conj,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,,
Chapter 52,Afterwards,sticks,NOUN,stick,NNS,dobj,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,,
Chapter 52,Afterwards,David,PROPN,david,NNP,nsubj,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,David,PERSON
Chapter 52,Afterwards,coming,VERB,come,VBG,conj,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,,
Chapter 52,Afterwards,pick,VERB,pick,VB,advcl,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,,
Chapter 52,Afterwards,me,PRON,i,PRP,dobj,My daddy sucked in his breath as I told them about the letter opener and forgetting the last two sticks and David coming to pick me up.,,,
Chapter 55,The Last Days of School,knew,VERB,know,VBD,ROOT,I never knew you could talk about a two-sentence conversation (Want to go to the movies sometime?,,,
Chapter 55,The Last Days of School,talk,VERB,talk,VB,ccomp,I never knew you could talk about a two-sentence conversation (Want to go to the movies sometime?,,,
Chapter 55,The Last Days of School,sentence,NOUN,sentence,NN,compound,I never knew you could talk about a two-sentence conversation (Want to go to the movies sometime?,,,
Chapter 55,The Last Days of School,conversation,NOUN,conversation,NN,pobj,I never knew you could talk about a two-sentence conversation (Want to go to the movies sometime?,,,
Chapter 55,The Last Days of School,Want,VERB,want,VB,acl,I never knew you could talk about a two-sentence conversation (Want to go to the movies sometime?,,,
Chapter 55,The Last Days of School,movies,NOUN,movie,NNS,pobj,I never knew you could talk about a two-sentence conversation (Want to go to the movies sometime?,,,
Chapter 57,"The High Dive, Part 2",digits,NOUN,digit,NNS,conj,"The first two and last two digits were the year, 1959.",,,
Chapter 57,"The High Dive, Part 2",year,NOUN,year,NN,attr,"The first two and last two digits were the year, 1959.",,"the year, 1959",DATE
Chapter 57,"The High Dive, Part 2",1959,NUM,1959,CD,appos,"The first two and last two digits were the year, 1959.",,"the year, 1959",DATE
Chapter 57,"The High Dive, Part 2",bombing,NOUN,bombing,NN,appos,"
    The bombing, as described in the book, is fictional, though it was based on two separate real events.",,,
Chapter 57,"The High Dive, Part 2",described,VERB,describe,VBN,advcl,"
    The bombing, as described in the book, is fictional, though it was based on two separate real events.",,,
Chapter 57,"The High Dive, Part 2",book,NOUN,book,NN,pobj,"
    The bombing, as described in the book, is fictional, though it was based on two separate real events.",,,
Chapter 57,"The High Dive, Part 2",fictional,ADJ,fictional,JJ,acomp,"
    The bombing, as described in the book, is fictional, though it was based on two separate real events.",,,
Chapter 57,"The High Dive, Part 2",based,VERB,base,VBN,advcl,"
    The bombing, as described in the book, is fictional, though it was based on two separate real events.",,,
Chapter 57,"The High Dive, Part 2",separate,ADJ,separate,JJ,amod,"
    The bombing, as described in the book, is fictional, though it was based on two separate real events.",,,
Chapter 57,"The High Dive, Part 2",real,ADJ,real,JJ,amod,"
    The bombing, as described in the book, is fictional, though it was based on two separate real events.",,,
Chapter 57,"The High Dive, Part 2",events,NOUN,event,NNS,pobj,"
    The bombing, as described in the book, is fictional, though it was based on two separate real events.",,,
Chapter 57,"The High Dive, Part 2",described,VERB,describe,VBN,advcl,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",her,PRON,her,PRP$,poss,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",book,NOUN,book,NN,pobj,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",investigation,NOUN,investigation,NN,nsubjpass,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",bombing,NOUN,bombing,NN,pobj,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",handled,VERB,handle,VBN,ccomp,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",terribly,ADV,terribly,RB,advmod,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",included,VERB,include,VBD,conj,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",questioning,NOUN,questioning,NN,dobj,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",father,NOUN,father,NN,pobj,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",arrest,NOUN,arrest,NN,conj,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",family,NOUN,family,NN,compound,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",friends,NOUN,friend,NNS,pobj,"As described in her book (see below) the investigation into this bombing was handled terribly, and included the questioning of her own father and the arrest of two family friends.",,,
Chapter 57,"The High Dive, Part 2",elementary,ADJ,elementary,JJ,amod,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",school,NOUN,school,NN,pobj,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",early,ADJ,early,JJ,amod,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,the early 1980s,DATE
Chapter 57,"The High Dive, Part 2",1980s,NOUN,1980,NNS,pobj,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,the early 1980s,DATE
Chapter 57,"The High Dive, Part 2",mainly,ADV,mainly,RB,amod,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",white,ADJ,white,JJ,amod,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",neighborhood,NOUN,neighborhood,NN,nsubjpass,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",paired,VERB,pair,VBN,ROOT,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",mainly,ADV,mainly,RB,advmod,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",black,ADJ,black,JJ,amod,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",neighborhood,NOUN,neighborhood,NN,pobj,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",create,VERB,create,VB,advcl,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",integrated,VERB,integrate,VBN,amod,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",schools,NOUN,school,NNS,dobj,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",grades,NOUN,grade,NNS,compound,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",K-3,NOUN,k-3,NN,pobj,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,K-3,PRODUCT
Chapter 57,"The High Dive, Part 2",grades,NOUN,grade,NNS,pobj,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",4,NUM,4,CD,nummod,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,4,CARDINAL
Chapter 57,"The High Dive, Part 2",6,NUM,6,CD,prep,"When I was in elementary school in the early 1980s, my mainly white neighborhood was paired with a mainly black neighborhood to create two integrated elementary schools, one for grades K-3 and the other for grades 4-6.",,,
Chapter 57,"The High Dive, Part 2",small,ADJ,small,JJ,amod,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,,
Chapter 57,"The High Dive, Part 2",children,NOUN,child,NNS,pobj,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,,
Chapter 57,"The High Dive, Part 2",gotten,VERB,get,VBN,ROOT,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,,
Chapter 57,"The High Dive, Part 2",book,NOUN,book,NN,nsubj,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,,
Chapter 57,"The High Dive, Part 2",babysitting,VERB,babysitte,VBG,pcomp,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,,
Chapter 57,"The High Dive, Part 2",help,NOUN,help,NN,dobj,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,,
Chapter 57,"The High Dive, Part 2",thanks,NOUN,thank,NNS,npadvmod,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,,
Chapter 57,"The High Dive, Part 2",Roseann,PROPN,roseann,NNP,compound,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,Roseann Mauroni,PERSON
Chapter 57,"The High Dive, Part 2",Mauroni,PROPN,mauroni,NNP,pobj,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,Roseann Mauroni,PERSON
Chapter 57,"The High Dive, Part 2",Jessie,PROPN,jessie,NNP,compound,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,Jessie Auten,PERSON
Chapter 57,"The High Dive, Part 2",Auten,PROPN,auten,NNP,conj,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,Jessie Auten,PERSON
Chapter 57,"The High Dive, Part 2",Debbie,PROPN,debbie,NNP,compound,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,Debbie Gaydos,PERSON
Chapter 57,"The High Dive, Part 2",Gaydos,PROPN,gaydos,NNPS,conj,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,Debbie Gaydos,PERSON
Chapter 57,"The High Dive, Part 2",volunteering,VERB,volunteer,VBG,pcomp,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,,
Chapter 57,"The High Dive, Part 2",hang,VERB,hang,VB,xcomp,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,,
Chapter 57,"The High Dive, Part 2",kids,NOUN,kid,NNS,pobj,"
    With two small children, I couldn't have gotten this book done without babysitting help: thanks to Roseann Mauroni, Jessie Auten and Debbie Gaydos, for volunteering to hang out with my kids.",,,
Chapter 57,"The High Dive, Part 2",CE38]Since,NOUN,ce38]since,NN,nmod,"[ CE38]Since “imagine” is used in the next two sentences, maybe substitute something else here?",,,
Chapter 57,"The High Dive, Part 2",imagine,NOUN,imagine,NN,nsubjpass,"[ CE38]Since “imagine” is used in the next two sentences, maybe substitute something else here?",,,
Chapter 57,"The High Dive, Part 2",sentences,NOUN,sentence,NNS,pobj,"[ CE38]Since “imagine” is used in the next two sentences, maybe substitute something else here?",,,
Chapter 57,"The High Dive, Part 2",maybe,ADV,maybe,RB,advmod,"[ CE38]Since “imagine” is used in the next two sentences, maybe substitute something else here?",,,
Chapter 57,"The High Dive, Part 2",substitute,VERB,substitute,VBP,ROOT,"[ CE38]Since “imagine” is used in the next two sentences, maybe substitute something else here?",,,
Chapter 1,The High Dive,bought,VERB,buy,VBD,ROOT,I already bought a Coke and a PayDay.,,,
Chapter 1,The High Dive,Coke,PROPN,coke,NNP,dobj,I already bought a Coke and a PayDay.,,Coke,ORG
Chapter 1,The High Dive,PayDay,PROPN,payday,NNP,conj,I already bought a Coke and a PayDay.,,PayDay,PERSON
Chapter 1,The High Dive,Judy,PROPN,judy,NNP,nsubj,Judy and I sat on the wall by the zoo entrance as we shared a candy bar and a Coke.,,Judy,PERSON
Chapter 1,The High Dive,sat,VERB,sit,VBD,ROOT,Judy and I sat on the wall by the zoo entrance as we shared a candy bar and a Coke.,,,
Chapter 1,The High Dive,wall,NOUN,wall,NN,pobj,Judy and I sat on the wall by the zoo entrance as we shared a candy bar and a Coke.,,,
Chapter 1,The High Dive,zoo,NOUN,zoo,NN,compound,Judy and I sat on the wall by the zoo entrance as we shared a candy bar and a Coke.,,,
Chapter 1,The High Dive,entrance,NOUN,entrance,NN,pobj,Judy and I sat on the wall by the zoo entrance as we shared a candy bar and a Coke.,,,
Chapter 1,The High Dive,shared,VERB,share,VBD,advcl,Judy and I sat on the wall by the zoo entrance as we shared a candy bar and a Coke.,,,
Chapter 1,The High Dive,candy,NOUN,candy,NN,compound,Judy and I sat on the wall by the zoo entrance as we shared a candy bar and a Coke.,,,
Chapter 1,The High Dive,bar,NOUN,bar,NN,dobj,Judy and I sat on the wall by the zoo entrance as we shared a candy bar and a Coke.,,,
Chapter 1,The High Dive,Coke,PROPN,coke,NNP,conj,Judy and I sat on the wall by the zoo entrance as we shared a candy bar and a Coke.,,Coke,ORG
Chapter 32,The Airplane Ride,Daddy,PROPN,daddy,NNP,nsubj,"
    Daddy drained the last of his Coke and glanced at his watch.",,,
Chapter 32,The Airplane Ride,drained,VERB,drain,VBD,ROOT,"
    Daddy drained the last of his Coke and glanced at his watch.",,,
Chapter 32,The Airplane Ride,his,PRON,his,PRP$,poss,"
    Daddy drained the last of his Coke and glanced at his watch.",,,
Chapter 32,The Airplane Ride,Coke,PROPN,coke,NNP,pobj,"
    Daddy drained the last of his Coke and glanced at his watch.",,Coke,ORG
Chapter 32,The Airplane Ride,glanced,VERB,glance,VBD,conj,"
    Daddy drained the last of his Coke and glanced at his watch.",,,
