chapter_number,chapter_title,tokens,pos,lemma,tag,dep,sentence,title,ent_word,ent_label
Chapter 16,The List,come,VERB,come,VB,xcomp,"
    Dr. Teresa had once asked my mother to come up with a few examples of things I was afraid of.",,,
Chapter 16,The List,examples,NOUN,example,NNS,pobj,"
    Dr. Teresa had once asked my mother to come up with a few examples of things I was afraid of.",,,
Chapter 16,The List,things,NOUN,thing,NNS,pobj,"
    Dr. Teresa had once asked my mother to come up with a few examples of things I was afraid of.",,,
Chapter 16,The List,afraid,ADJ,afraid,JJ,acomp,"
    Dr. Teresa had once asked my mother to come up with a few examples of things I was afraid of.",,,
Chapter 16,The List,week,NOUN,week,NN,npadvmod,"The next week, Dr. Teresa wanted me to go pet her neighbor’s dog.",,The next week,DATE
Chapter 16,The List,Dr.,PROPN,dr.,NNP,compound,"The next week, Dr. Teresa wanted me to go pet her neighbor’s dog.",,,
Chapter 16,The List,Teresa,PROPN,teresa,NNP,nsubj,"The next week, Dr. Teresa wanted me to go pet her neighbor’s dog.",Dr. Teresa,Teresa,PERSON
Chapter 16,The List,wanted,VERB,want,VBD,ROOT,"The next week, Dr. Teresa wanted me to go pet her neighbor’s dog.",,,
Chapter 16,The List,me,PRON,i,PRP,nsubj,"The next week, Dr. Teresa wanted me to go pet her neighbor’s dog.",,,
Chapter 16,The List,pet,VERB,pet,VB,advcl,"The next week, Dr. Teresa wanted me to go pet her neighbor’s dog.",,,
Chapter 16,The List,her,PRON,her,PRP$,poss,"The next week, Dr. Teresa wanted me to go pet her neighbor’s dog.",,,
Chapter 16,The List,neighbor,NOUN,neighbor,NN,poss,"The next week, Dr. Teresa wanted me to go pet her neighbor’s dog.",,,
Chapter 16,The List,dog,NOUN,dog,NN,dobj,"The next week, Dr. Teresa wanted me to go pet her neighbor’s dog.",,,
Chapter 16,The List,guess,VERB,guess,VBP,ROOT,I guess it made more sense to me now what Dr. Teresa was trying to do.,,,
Chapter 16,The List,sense,NOUN,sense,NN,dobj,I guess it made more sense to me now what Dr. Teresa was trying to do.,,,
Chapter 16,The List,me,PRON,i,PRP,pobj,I guess it made more sense to me now what Dr. Teresa was trying to do.,,,
Chapter 16,The List,Dr.,PROPN,dr.,NNP,compound,I guess it made more sense to me now what Dr. Teresa was trying to do.,,,
Chapter 16,The List,Teresa,PROPN,teresa,NNP,nsubj,I guess it made more sense to me now what Dr. Teresa was trying to do.,Dr. Teresa,Teresa,PERSON
Chapter 16,The List,trying,VERB,try,VBG,ccomp,I guess it made more sense to me now what Dr. Teresa was trying to do.,,,
Chapter 23,Standing Room,Deciding,VERB,decide,VBG,nsubj,"Deciding, I remembered, was another one of Dr. Teresa’s techniques.",,,
Chapter 23,Standing Room,remembered,VERB,remember,VBD,parataxis,"Deciding, I remembered, was another one of Dr. Teresa’s techniques.",,,
Chapter 23,Standing Room,Dr.,PROPN,dr.,NNP,compound,"Deciding, I remembered, was another one of Dr. Teresa’s techniques.",,,
Chapter 23,Standing Room,Teresa,PROPN,teresa,NNP,poss,"Deciding, I remembered, was another one of Dr. Teresa’s techniques.",Dr. Teresa,Teresa,PERSON
Chapter 23,Standing Room,techniques,NOUN,technique,NNS,pobj,"Deciding, I remembered, was another one of Dr. Teresa’s techniques.",,,
Chapter 23,Standing Room,Dr.,PROPN,dr.,NNP,compound,Dr. Teresa had told me this might happen.,,,
Chapter 23,Standing Room,Teresa,PROPN,teresa,NNP,nsubj,Dr. Teresa had told me this might happen.,Dr. Teresa,Teresa,PERSON
Chapter 23,Standing Room,told,VERB,tell,VBN,ROOT,Dr. Teresa had told me this might happen.,,,
Chapter 23,Standing Room,me,PRON,i,PRP,dative,Dr. Teresa had told me this might happen.,,,
Chapter 23,Standing Room,happen,VERB,happen,VB,ccomp,Dr. Teresa had told me this might happen.,,,
Chapter 25,The Letter,Like,ADP,like,IN,prep,Like Dr. Teresa said it would.,,,
Chapter 25,The Letter,Dr.,PROPN,dr.,NNP,compound,Like Dr. Teresa said it would.,,,
Chapter 25,The Letter,Teresa,PROPN,teresa,NNP,nsubj,Like Dr. Teresa said it would.,Dr. Teresa,Teresa,PERSON
Chapter 25,The Letter,said,VERB,say,VBD,ROOT,Like Dr. Teresa said it would.,,,
Chapter 32,Words on a Page,ask,VERB,ask,VB,advcl,"I was about to go ask Dad if he still had those pills from Dr. Teresa, the ones for an emergency.",,,
Chapter 32,Words on a Page,Dad,PROPN,dad,NNP,dobj,"I was about to go ask Dad if he still had those pills from Dr. Teresa, the ones for an emergency.",,Dad,PERSON
Chapter 32,Words on a Page,pills,NOUN,pill,NNS,dobj,"I was about to go ask Dad if he still had those pills from Dr. Teresa, the ones for an emergency.",,,
Chapter 32,Words on a Page,Dr.,PROPN,dr.,NNP,compound,"I was about to go ask Dad if he still had those pills from Dr. Teresa, the ones for an emergency.",,,
Chapter 32,Words on a Page,Teresa,PROPN,teresa,NNP,pobj,"I was about to go ask Dad if he still had those pills from Dr. Teresa, the ones for an emergency.",Dr. Teresa,Teresa,PERSON
Chapter 32,Words on a Page,ones,NOUN,one,NNS,appos,"I was about to go ask Dad if he still had those pills from Dr. Teresa, the ones for an emergency.",,,
Chapter 32,Words on a Page,emergency,NOUN,emergency,NN,pobj,"I was about to go ask Dad if he still had those pills from Dr. Teresa, the ones for an emergency.",,,
Chapter 32,Words on a Page,decision,NOUN,decision,NN,nsubj,"That decision left me feeling so bad, I called Dr. Teresa and asked her to recommend another therapist.",,,
Chapter 32,Words on a Page,left,VERB,leave,VBD,ccomp,"That decision left me feeling so bad, I called Dr. Teresa and asked her to recommend another therapist.",,,
Chapter 32,Words on a Page,me,PRON,i,PRP,dobj,"That decision left me feeling so bad, I called Dr. Teresa and asked her to recommend another therapist.",,,
Chapter 32,Words on a Page,feeling,VERB,feel,VBG,xcomp,"That decision left me feeling so bad, I called Dr. Teresa and asked her to recommend another therapist.",,,
Chapter 32,Words on a Page,bad,ADJ,bad,JJ,acomp,"That decision left me feeling so bad, I called Dr. Teresa and asked her to recommend another therapist.",,,
Chapter 32,Words on a Page,called,VERB,call,VBD,ROOT,"That decision left me feeling so bad, I called Dr. Teresa and asked her to recommend another therapist.",,,
Chapter 32,Words on a Page,Dr.,PROPN,dr.,NNP,compound,"That decision left me feeling so bad, I called Dr. Teresa and asked her to recommend another therapist.",,,
Chapter 32,Words on a Page,Teresa,PROPN,teresa,NNP,dobj,"That decision left me feeling so bad, I called Dr. Teresa and asked her to recommend another therapist.",Dr. Teresa,Teresa,PERSON
Chapter 32,Words on a Page,asked,VERB,ask,VBD,conj,"That decision left me feeling so bad, I called Dr. Teresa and asked her to recommend another therapist.",,,
Chapter 32,Words on a Page,her,PRON,she,PRP,dobj,"That decision left me feeling so bad, I called Dr. Teresa and asked her to recommend another therapist.",,,
Chapter 32,Words on a Page,recommend,VERB,recommend,VB,xcomp,"That decision left me feeling so bad, I called Dr. Teresa and asked her to recommend another therapist.",,,
Chapter 32,Words on a Page,therapist,NOUN,therapist,NN,dobj,"That decision left me feeling so bad, I called Dr. Teresa and asked her to recommend another therapist.",,,
Chapter 1,I Have (Not So Much) Confidence,Happy,ADJ,happy,JJ,amod,Happy children frolicking in the Alps.,,,
Chapter 1,I Have (Not So Much) Confidence,children,NOUN,child,NNS,ROOT,Happy children frolicking in the Alps.,,,
Chapter 1,I Have (Not So Much) Confidence,frolicking,VERB,frolic,VBG,acl,Happy children frolicking in the Alps.,,,
Chapter 1,I Have (Not So Much) Confidence,Alps,PROPN,alps,NNP,pobj,Happy children frolicking in the Alps.,,Alps,GPE
Chapter 1,I Have (Not So Much) Confidence,lumbered,VERB,lumber,VBD,ROOT,"I lumbered back to our spot in line, as if I were Pinocchio right after he came to life.",,,
Chapter 1,I Have (Not So Much) Confidence,spot,NOUN,spot,NN,pobj,"I lumbered back to our spot in line, as if I were Pinocchio right after he came to life.",,,
Chapter 1,I Have (Not So Much) Confidence,line,NOUN,line,NN,pobj,"I lumbered back to our spot in line, as if I were Pinocchio right after he came to life.",,,
Chapter 1,I Have (Not So Much) Confidence,Pinocchio,PROPN,pinocchio,NNP,attr,"I lumbered back to our spot in line, as if I were Pinocchio right after he came to life.",,Pinocchio,GPE
Chapter 1,I Have (Not So Much) Confidence,right,ADV,right,RB,advmod,"I lumbered back to our spot in line, as if I were Pinocchio right after he came to life.",,,
Chapter 1,I Have (Not So Much) Confidence,came,VERB,come,VBD,advcl,"I lumbered back to our spot in line, as if I were Pinocchio right after he came to life.",,,
Chapter 1,I Have (Not So Much) Confidence,life,NOUN,life,NN,pobj,"I lumbered back to our spot in line, as if I were Pinocchio right after he came to life.",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",JL3]AU,PROPN,jl3]au,NNP,appos," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,JL3]AU,PERSON
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",suggested,VERB,suggest,VBD,ROOT," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",subjunctive,NOUN,subjunctive,NN,dobj," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",MS,PROPN,ms,NNP,pobj," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",paragraphs,NOUN,paragraph,NNS,dobj," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",lumbered,VERB,lumber,VBD,ccomp," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",spot,NOUN,spot,NN,pobj," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",line,NOUN,line,NN,pobj," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",Pinocchio,PROPN,pinocchio,NNP,attr," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,Pinocchio,GPE
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",right,ADV,right,RB,advmod," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",came,VERB,come,VBD,advcl," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",life,NOUN,life,NN,pobj," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",places,NOUN,place,NNS,pobj," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",feel,VERB,feel,VB,conj," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",free,ADJ,free,JJ,acomp," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",stet,VERB,stet,VB,xcomp," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",changes,NOUN,change,NNS,pobj," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",formal,ADJ,formal,JJ,oprd," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",Becca,PROPN,becca,NNP,poss," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 39,"So Long, Farewell, auf Wiedersehen, Adieu",voice,NOUN,voice,NN,pobj," 
[JL3]AU: I suggested using the subjunctive here and elsewhere in the MS since it’s used a few paragraphs above (“I lumbered back to our spot in line, as if I were Pinocchio right after he came to life”) and in many other places in the MS as well, but please feel free to stet any of these changes if they seem too formal for Becca’s voice!
",,,
Chapter 1,I Have (Not So Much) Confidence,want,VERB,want,VB,ROOT,"
    “Do you want to go first, sweetie?”",,,
Chapter 1,I Have (Not So Much) Confidence,sweetie,VERB,sweetie,VB,npadvmod,"
    “Do you want to go first, sweetie?”",,,
Chapter 2,Pancakes and Peanut Butter,grade,NOUN,grade,NN,pobj,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,tried,VERB,try,VBD,ROOT,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,me,PRON,i,PRP,dative,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,different,ADJ,different,JJ,amod,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,things,NOUN,thing,NNS,dobj,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,turkey,NOUN,turkey,NN,compound,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,sandwich,NOUN,sandwich,NN,dobj,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,orange,NOUN,orange,NN,conj,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,Oreos,PROPN,oreos,NNP,conj,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,instead,ADV,instead,RB,advmod,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,chocolate,NOUN,chocolate,NN,compound,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,chip,NOUN,chip,NN,compound,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,cookies,NOUN,cookie,NNS,pobj,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,given,VERB,give,VBN,conj,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,offending,VERB,offend,VBG,amod,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,food,NOUN,food,NN,dobj,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,away,ADV,away,RB,advmod,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,come,VERB,come,VB,conj,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,home,ADV,home,RB,advmod,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,complaining,VERB,complain,VBG,advcl,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,hungry,ADJ,hungry,JJ,acomp,"In first grade, she’d tried to give me different things, put in a turkey sandwich, or an orange, or Oreos instead of chocolate chip cookies, but I’d always given the offending food away and come home complaining of being hungry.",,,
Chapter 2,Pancakes and Peanut Butter,Sound,NOUN,sound,NN,pobj,"It was from The Sound of Music, when Fräulein Maria is leaving the abbey for the first time.",,The Sound of Music,ORG
Chapter 2,Pancakes and Peanut Butter,Music,PROPN,music,NNP,pobj,"It was from The Sound of Music, when Fräulein Maria is leaving the abbey for the first time.",,The Sound of Music,ORG
Chapter 2,Pancakes and Peanut Butter,Fräulein,PROPN,fräulein,NNP,compound,"It was from The Sound of Music, when Fräulein Maria is leaving the abbey for the first time.",,Fräulein Maria,PERSON
Chapter 2,Pancakes and Peanut Butter,Maria,PROPN,maria,NNP,nsubj,"It was from The Sound of Music, when Fräulein Maria is leaving the abbey for the first time.",,Fräulein Maria,PERSON
Chapter 2,Pancakes and Peanut Butter,leaving,VERB,leave,VBG,relcl,"It was from The Sound of Music, when Fräulein Maria is leaving the abbey for the first time.",,,
Chapter 2,Pancakes and Peanut Butter,abbey,NOUN,abbey,NN,dobj,"It was from The Sound of Music, when Fräulein Maria is leaving the abbey for the first time.",,,
Chapter 2,Pancakes and Peanut Butter,time,NOUN,time,NN,pobj,"It was from The Sound of Music, when Fräulein Maria is leaving the abbey for the first time.",,,
Chapter 3,The Doomsday Journal,pulled,VERB,pull,VBD,ROOT,"Anyway, I pulled out my new map journal, flipped to the first blank page, picked up a pen, and started writing.",,,
Chapter 3,The Doomsday Journal,new,ADJ,new,JJ,amod,"Anyway, I pulled out my new map journal, flipped to the first blank page, picked up a pen, and started writing.",,,
Chapter 3,The Doomsday Journal,map,NOUN,map,NN,compound,"Anyway, I pulled out my new map journal, flipped to the first blank page, picked up a pen, and started writing.",,,
Chapter 3,The Doomsday Journal,journal,NOUN,journal,NN,dobj,"Anyway, I pulled out my new map journal, flipped to the first blank page, picked up a pen, and started writing.",,,
Chapter 3,The Doomsday Journal,flipped,VERB,flip,VBN,advcl,"Anyway, I pulled out my new map journal, flipped to the first blank page, picked up a pen, and started writing.",,,
Chapter 3,The Doomsday Journal,blank,ADJ,blank,JJ,amod,"Anyway, I pulled out my new map journal, flipped to the first blank page, picked up a pen, and started writing.",,,
Chapter 3,The Doomsday Journal,page,NOUN,page,NN,pobj,"Anyway, I pulled out my new map journal, flipped to the first blank page, picked up a pen, and started writing.",,,
Chapter 3,The Doomsday Journal,picked,VERB,pick,VBD,conj,"Anyway, I pulled out my new map journal, flipped to the first blank page, picked up a pen, and started writing.",,,
Chapter 3,The Doomsday Journal,pen,NOUN,pen,NN,dobj,"Anyway, I pulled out my new map journal, flipped to the first blank page, picked up a pen, and started writing.",,,
Chapter 3,The Doomsday Journal,started,VERB,start,VBD,conj,"Anyway, I pulled out my new map journal, flipped to the first blank page, picked up a pen, and started writing.",,,
Chapter 3,The Doomsday Journal,writing,VERB,write,VBG,xcomp,"Anyway, I pulled out my new map journal, flipped to the first blank page, picked up a pen, and started writing.",,,
Chapter 4,On the Plane,Unfortunately,ADV,unfortunately,RB,advmod,"Unfortunately, the first page I opened to was page seven:
    How to Prevent Blood Clots on Long Plane Flights
    1.",,,
Chapter 4,On the Plane,page,NOUN,page,NN,nsubj,"Unfortunately, the first page I opened to was page seven:
    How to Prevent Blood Clots on Long Plane Flights
    1.",,,
Chapter 4,On the Plane,opened,VERB,open,VBD,relcl,"Unfortunately, the first page I opened to was page seven:
    How to Prevent Blood Clots on Long Plane Flights
    1.",,,
Chapter 4,On the Plane,page,NOUN,page,NN,attr,"Unfortunately, the first page I opened to was page seven:
    How to Prevent Blood Clots on Long Plane Flights
    1.",,,
Chapter 4,On the Plane,seven,NUM,seven,CD,nummod,"Unfortunately, the first page I opened to was page seven:
    How to Prevent Blood Clots on Long Plane Flights
    1.",,seven,CARDINAL
Chapter 4,On the Plane,Prevent,VERB,prevent,VB,relcl,"Unfortunately, the first page I opened to was page seven:
    How to Prevent Blood Clots on Long Plane Flights
    1.",,,
Chapter 4,On the Plane,Blood,NOUN,blood,NN,compound,"Unfortunately, the first page I opened to was page seven:
    How to Prevent Blood Clots on Long Plane Flights
    1.",,,
Chapter 4,On the Plane,Clots,PROPN,clots,NNPS,dobj,"Unfortunately, the first page I opened to was page seven:
    How to Prevent Blood Clots on Long Plane Flights
    1.",,,
Chapter 4,On the Plane,Long,PROPN,long,NNP,compound,"Unfortunately, the first page I opened to was page seven:
    How to Prevent Blood Clots on Long Plane Flights
    1.",,Long Plane Flights,ORG
Chapter 4,On the Plane,Plane,PROPN,plane,NNP,compound,"Unfortunately, the first page I opened to was page seven:
    How to Prevent Blood Clots on Long Plane Flights
    1.",,Long Plane Flights,ORG
Chapter 4,On the Plane,Flights,PROPN,flights,NNPS,compound,"Unfortunately, the first page I opened to was page seven:
    How to Prevent Blood Clots on Long Plane Flights
    1.",,Long Plane Flights,ORG
Chapter 4,On the Plane,1,NUM,1,CD,nummod,"Unfortunately, the first page I opened to was page seven:
    How to Prevent Blood Clots on Long Plane Flights
    1.",,,
Chapter 6,The Happy Chicken,know,VERB,know,VBP,ROOT,"“I know it might seem a little weird at first, but I really do want you to feel like this is your house too.”",,,
Chapter 6,The Happy Chicken,little,ADJ,little,JJ,amod,"“I know it might seem a little weird at first, but I really do want you to feel like this is your house too.”",,,
Chapter 6,The Happy Chicken,weird,ADJ,weird,JJ,oprd,"“I know it might seem a little weird at first, but I really do want you to feel like this is your house too.”",,,
Chapter 6,The Happy Chicken,want,VERB,want,VB,conj,"“I know it might seem a little weird at first, but I really do want you to feel like this is your house too.”",,,
Chapter 6,The Happy Chicken,feel,VERB,feel,VB,ccomp,"“I know it might seem a little weird at first, but I really do want you to feel like this is your house too.”",,,
Chapter 6,The Happy Chicken,like,ADP,like,IN,prep,"“I know it might seem a little weird at first, but I really do want you to feel like this is your house too.”",,,
Chapter 6,The Happy Chicken,house,NOUN,house,NN,attr,"“I know it might seem a little weird at first, but I really do want you to feel like this is your house too.”",,,
Chapter 8,Aïda,time,NOUN,time,NN,pobj,"For the first time, I looked at the cover: The Federalist Papers.",,,
Chapter 8,Aïda,looked,VERB,look,VBD,ROOT,"For the first time, I looked at the cover: The Federalist Papers.",,,
Chapter 8,Aïda,cover,NOUN,cover,NN,pobj,"For the first time, I looked at the cover: The Federalist Papers.",,,
Chapter 8,Aïda,Federalist,PROPN,federalist,NNP,compound,"For the first time, I looked at the cover: The Federalist Papers.",,The Federalist Papers,WORK_OF_ART
Chapter 8,Aïda,Papers,PROPN,papers,NNPS,appos,"For the first time, I looked at the cover: The Federalist Papers.",,The Federalist Papers,WORK_OF_ART
Chapter 8,Aïda,mistake,NOUN,mistake,NN,dobj,“You’re not the first one to make that mistake.”,,,
Chapter 9,"The Streetcar, the Cathedral, and the Royal Hamburger",letter,NOUN,letter,NN,nsubj,"The first letter is Ö, which is an O with two little dots over it.”",,,
Chapter 9,"The Streetcar, the Cathedral, and the Royal Hamburger",Ö,PROPN,ö,NNP,attr,"The first letter is Ö, which is an O with two little dots over it.”",,Ö,GPE
Chapter 9,"The Streetcar, the Cathedral, and the Royal Hamburger",O,NOUN,o,NN,attr,"The first letter is Ö, which is an O with two little dots over it.”",,,
