Word,Synonyms
case,"case, instance, example, event, lawsuit, suit, cause, causa, subject, guinea pig, caseful, grammatical case, character, eccentric, type, font, fount, typeface, face, sheath, shell, casing, compositor's case, typesetter's case, pillowcase, slip, pillow slip, display case, showcase, vitrine, encase, incase"
knuckles,"brass knucks, knucks, brass knuckles, knuckles, knuckle duster, knuckle, knuckle joint, metacarpophalangeal joint"
ears,"ear, auricle, pinna, spike, capitulum"
trying,"try, seek, attempt, essay, assay, test, prove, try out, examine, judge, adjudicate, sample, taste, hear, strain, stress, render, try on, trying, nerve-racking, nerve-wracking, stressful"
order,"order, order of magnitude, ordering, ordination, orderliness, decree, edict, fiat, rescript, purchase order, club, social club, society, guild, gild, lodge, rules of order, parliamentary law, parliamentary procedure, Holy Order, Order, monastic order, tell, enjoin, say, prescribe, dictate, regulate, regularize, regularise, govern, ordain, consecrate, ordinate, arrange, set up, put, rate, rank, range, grade, place"
news,"news, intelligence, tidings, word, news program, news show, newsworthiness"
fat,"fat, adipose tissue, fatty tissue, fatness, blubber, avoirdupois, fatten, flesh out, fill out, plump, plump out, fatten out, fatten up, fatty, juicy, fertile, productive, rich"
blond,"blond, blonde, light-haired"
caterpillars,"caterpillar, Caterpillar, cat"
wriggling,"writhe, wrestle, wriggle, worm, squirm, twist, wiggly, wriggling, wriggly, writhing"
spoke,"spoke, wheel spoke, radius, rundle, rung, talk, speak, utter, mouth, verbalize, verbalise, address"
missed,"miss, lose, neglect, pretermit, omit, drop, leave out, overlook, overleap, lack, escape, lost, missed"
parents,"parent, rear, raise, bring up, nurture"
eyebrows,"eyebrow, brow, supercilium"
crooked,"crook, curve, crooked, corrupt, asymmetrical, hunched, round-backed, round-shouldered, stooped, stooping"
swing,"swing, swinging, vacillation, swing music, jive, lilt, golf stroke, golf shot, baseball swing, cut, sway, swing over, sweep, swing out, dangle, drop, get around"
lock,"lock, curl, ringlet, whorl, lock chamber, ignition lock, engage, mesh, operate, interlock, interlace, lock in, lock away, put away, shut up, shut away, lock up"
tower,"tower, column, pillar, tugboat, tug, towboat, loom, predominate, hulk"
classroom,"classroom, schoolroom"
appears,"look, appear, seem, come out, come along"
ideal,"ideal, paragon, nonpareil, saint, apotheosis, nonesuch, nonsuch, idealistic"
explained,"explain, explicate, excuse"
starting,"start, starting, get down, begin, get, start out, set about, set out, commence, lead off, depart, part, set forth, set off, take off, originate, initiate, start up, embark on, startle, jump, go, get going, take up, protrude, pop, pop out, bulge, bulge out, bug out, come out"
hissed,"hiss, siss, sizz, sibilate, whoosh, boo"
car,"car, auto, automobile, machine, motorcar, railcar, railway car, railroad car, gondola, elevator car, cable car"
water,"water, H2O, body of water, water system, water supply, urine, piss, pee, piddle, weewee, irrigate"
splashed,"sprinkle, splash, splosh, squelch, squish, slosh, slop, spatter, splatter, plash, swash, slush, splashed, dabbled, spattered, splattered"
sink,"sink, sinkhole, swallow hole, cesspool, cesspit, sump, drop, drop down, pass, lapse, settle, go down, go under, subside, dip, slump, fall off, slide down, bury"
crying,"crying, weeping, tears, cry, outcry, call, yell, shout, vociferation, war cry, rallying cry, battle cry, watchword, shout out, scream, holler, hollo, squall, weep, exclaim, cry out, call out, blazon out, clamant, exigent, insistent, instant, egregious, flagrant, glaring, gross, rank"
stalls,"stable, stalls, horse barn, stall, booth, cubicle, kiosk, stand, sales booth, carrel, carrell, stalling, procrastinate, drag one's feet, drag one's heels, shillyshally, dilly-dally, dillydally, conk"
sitting,"sitting, posing, seance, session, sit, sit down, sit around, model, pose, posture, ride, baby-sit, seat, seated"
remain,"stay, remain, rest, stay on, continue, persist"
interrupted,"interrupt, disrupt, break up, cut off, disturb, break, interrupted, fitful, off-and-on"
live,"populate, dwell, live, inhabit, survive, last, live on, go, endure, hold up, hold out, exist, subsist, be, know, experience, unrecorded, alive, bouncy, lively, resilient, springy, hot"
confusion,"confusion, mental confusion, confusedness, muddiness, disarray, discombobulation, mix-up"
mother’d,
indefinitely,indefinitely
private,"private, buck private, common soldier, individual, secret"
insisted,"insist, take a firm stand, importune, assert"
stared,"gaze, stare, star, asterisk"
leaving,"departure, going, going away, leaving, leave, go forth, go away, leave alone, leave behind, exit, go out, get out, allow for, allow, provide, result, lead, depart, pull up stakes, entrust, bequeath, will, impart, give, pass on, forget"
ruining,"laying waste, ruin, ruining, ruination, wrecking, destroy, bankrupt, break, smash, deflower"
thank,"thank, give thanks"
papers,"document, written document, papers, paper, composition, report, theme, newspaper, newspaper publisher, wallpaper"
desk,desk
approach,"approach, attack, plan of attack, approaching, coming, access, approach path, glide path, glide slope, overture, advance, feeler, approach shot, near, come on, go up, draw near, draw close, come near, border on, set about, go about"
opposite,"antonym, opposite word, opposite, reverse, contrary, opposition, opponent, inverse, paired, diametric, diametrical, polar, face-to-face"
taken,"take, occupy, use up, lead, direct, conduct, guide, get hold of, assume, acquire, adopt, take on, read, bring, convey, choose, select, pick out, accept, have, fill, consider, deal, look at, necessitate, ask, postulate, need, require, involve, call for, demand, film, shoot, remove, take away, withdraw, consume, ingest, take in, submit, strike, take up, admit, learn, study, claim, exact, make, aim, train, take aim, carry, pack, lease, rent, hire, charter, engage, subscribe, subscribe to, contain, hold, drive, contract, get, interpreted, taken"
grading,"scaling, grading, leveling, marking, scoring, rate, rank, range, order, grade, place, score, mark"
choice,"choice, pick, selection, option, alternative, prime, prize, quality, select"
snapped,"snap, snarl, tear, rupture, bust, crack, click, snatch, snatch up, flick, break down, lose it, photograph, shoot"
concern,"concern, care, fear, worry, headache, vexation, business, business concern, business organization, business organisation, refer, pertain, relate, come to, bear on, touch, touch on, have-to doe with, interest, occupy"
porch,porch
stand,"base, pedestal, stand, rack, standstill, tie-up, point of view, viewpoint, standpoint, stall, sales booth, bandstand, outdoor stage, stand up, remain firm, digest, endure, stick out, stomach, bear, tolerate, support, brook, abide, suffer, put up, place upright, resist, fend"
happened,"happen, hap, go on, pass off, occur, pass, fall out, come about, take place, befall, bechance, materialize, materialise, find, chance, bump, encounter"
found,"found, establish, set up, launch, plant, constitute, institute, base, ground, find, happen, chance, bump, encounter, detect, observe, discover, notice, regain, determine, find out, ascertain, feel, witness, see, line up, get hold, come up, rule, receive, get, obtain, incur, recover, retrieve, find oneself"
cafeteria,cafeteria
occasionally,"occasionally, on occasion, once in a while, now and then, now and again, at times, from time to time"
granny,"grandma, grandmother, granny, grannie, gran, nan, nanna, granny knot"
plate,"home plate, home base, home, plate, plateful, crustal plate, photographic plate, collection plate, scale, shell, denture, dental plate"
pancake,"pancake, battercake, flannel cake, flannel-cake, flapcake, flapjack, griddlecake, hotcake, hot cake"
eaten,"eat, feed, eat on, consume, eat up, use up, deplete, exhaust, run through, wipe out, corrode, rust"
wallowing,"wallow, welter, billow, rejoice, triumph"
kissed,"snog, kiss, buss, osculate"
touched,"touch, stir, refer, pertain, relate, concern, come to, bear on, touch on, have-to doe with, adjoin, meet, contact, affect, impact, bear upon, reach, extend to, equal, rival, match, disturb, allude, advert, partake, tint, tinct, tinge, touched, moved, affected, stirred, fey"
tears,"crying, weeping, tears, tear, teardrop, rip, rent, snag, split, bust, binge, bout, rupture, snap, shoot, shoot down, charge, buck, pluck, pull, deplume, deplumate, displume"
burst,"explosion, burst, fusillade, salvo, volley, fit, outburst, flare-up, split, break open, break, erupt, explode, abound, bristle, collapse, bust"
dearest,"beloved, dear, dearest, honey, love, darling, good, near, devout, earnest, heartfelt, costly, high-priced, pricey, pricy"
relent,"yield, relent, soften"
curled,"curl, curve, kink, curl up, draw in, coil, loop, wave, curled, curling"
trunk,"trunk, tree trunk, bole, torso, body, luggage compartment, automobile trunk, proboscis"
suitcase,"bag, traveling bag, travelling bag, grip, suitcase"
cheek,"cheek, impudence, impertinence, buttock, boldness, nerve, brass, face"
tonight,"tonight, this evening, this night"
youth,"young person, youth, younker, spring chicken, young, early days, youthfulness, juvenility"
station,"station, place, post, send"
wart,"wart, verruca"
maple,maple
middle,"center, centre, middle, heart, eye, midriff, midsection, in-between, mediate, halfway, midway"
rapped,"rap, knap, tap, knock, pink"
stayed,"stay, remain, rest, stick, stick around, stay put, bide, abide, stay on, continue, detain, delay, persist, last out, ride out, outride, quell, appease"
owe,owe
lot,"batch, deal, flock, good deal, great deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, plenty, pot, quite a little, raft, sight, slew, spate, stack, tidy sum, wad, set, circle, band, fortune, destiny, fate, luck, circumstances, portion, draw, bunch, caboodle, Lot, distribute, administer, mete out, parcel out, dispense, shell out, deal out, dish out, allot, dole out"
father,"father, male parent, begetter, forefather, sire, Father, Padre, Church Father, Father of the Church, Father-God, Fatherhood, founder, beginner, founding father, don, beget, get, engender, mother, generate, bring forth"
rode,"ride, sit, tease, razz, rag, cod, tantalize, tantalise, bait, taunt, twit, rally, drive, depend on, devolve on, depend upon, turn on, hinge on, hinge upon, mount"
hurt,"injury, hurt, harm, trauma, distress, suffering, detriment, damage, scathe, ache, smart, pain, anguish, injure, wound, bruise, offend, spite, suffer, wounded, weakened"
personally,"personally, in person"
saved,"salvage, salve, relieve, save, preserve, carry through, pull through, bring through, lay aside, save up, make unnecessary, deliver, redeem, spare, economize, economise, keep open, hold open, keep, write, saved, protected"
soviet,"soviet, Soviet"
invasion,"invasion, encroachment, intrusion"
hero,"hero, champion, fighter, paladin, Hero, Heron, Hero of Alexandria, bomber, grinder, hero sandwich, hoagie, hoagy, Cuban sandwich, Italian sandwich, poor boy, sub, submarine, submarine sandwich, torpedo, wedge, zep"
acting,"acting, playing, playacting, performing, act, move, behave, do, play, represent, act as, work, dissemble, pretend, roleplay, playact"
usual,"usual, common"
spot,"topographic point, place, spot, point, smudge, blot, daub, smear, smirch, slur, speckle, dapple, patch, fleck, maculation, position, post, berth, office, billet, situation, touch, bit, pip, spotlight, stain, descry, espy, spy, recognize, recognise, distinguish, discern, pick out, make out, tell apart, blemish, blob"
retelling,"recite, retell, fictionalize, fictionalise, repeat, reiterate, ingeminate, iterate, restate"
gossip,"chitchat, chit-chat, chit chat, small talk, gab, gabfest, gossip, tittle-tattle, chin wag, chin-wag, chin wagging, chin-wagging, causerie, comment, scuttlebutt, gossiper, gossipmonger, rumormonger, rumourmonger, newsmonger, dish the dirt, chew the fat, shoot the breeze, chat, confabulate, confab, chatter, chaffer, natter, jaw, claver, visit"
bike,"motorcycle, bike, bicycle, wheel, cycle, pedal"
pews,"pew, church bench"
softened,"soften, dampen, damp, weaken, break, yield, relent, cushion, buffer, mince, moderate, softened, dull, muffled, muted"
clear,"clear, open, unclutter, clear up, light up, brighten, authorize, authorise, pass, top, shed light on, crystallize, crystallise, crystalize, crystalise, straighten out, sort out, enlighten, illuminate, elucidate, net, sack, sack up, gain, take in, make, earn, realize, realise, pull in, bring in, acquit, assoil, discharge, exonerate, exculpate, solve, clean, light, unclouded, unmortgaged, clean-cut, clear-cut, well-defined, decipherable, readable, absolved, cleared, exculpated, exonerated, vindicated, percipient, all the way, clearly"
tone,"tone, tone of voice, timbre, timber, quality, spirit, feel, feeling, flavor, flavour, look, smell, shade, tint, tincture, note, musical note, pure tone, tonicity, tonus, whole tone, step, whole step, chant, intone, inflect, modulate, tone up, strengthen"
politely,"politely, courteously"
syrup,"syrup, sirup"
snatched,"snatch, snatch up, snap, kidnap, nobble, abduct"
note,"note, short letter, line, billet, musical note, tone, bill, government note, bank bill, banker's bill, bank note, banknote, Federal Reserve note, greenback, annotation, notation, eminence, distinction, preeminence, promissory note, note of hand, observe, mention, remark, notice, mark, take note, take down"
imaginary,"complex number, complex quantity, imaginary number, imaginary, fanciful, notional"
suggested,"propose, suggest, advise, hint, intimate, indicate, evoke, paint a picture"
quarters,"living quarters, quarters, one-fourth, fourth, one-quarter, quarter, fourth part, twenty-five percent, quartern, stern, after part, poop, tail, billet, canton, draw, draw and quarter"
written,"write, compose, pen, indite, publish, drop a line, save, spell, written, scripted"
ask,"ask, inquire, enquire, require, expect, necessitate, postulate, need, take, involve, call for, demand"
daughter,"daughter, girl"
folded,"fold, fold up, turn up, close up, close, shut down, close down, pen up"
listed,"list, name, lean, heel, number, listed"
rolls,"axial rotation, axial motion, roll, roster, roller, rolling wave, coil, whorl, curl, curlicue, ringlet, gyre, scroll, bankroll, bun, peal, pealing, rolling, paradiddle, drum roll, cast, bowl, turn over, wheel, undulate, roll out, wind, wrap, twine, hustle, pluck, flap, wave, wander, swan, stray, tramp, roam, ramble, rove, range, drift, vagabond, revolve, seethe, roll up"
staying,"stay, remain, rest, stick, stick around, stay put, bide, abide, stay on, continue, detain, delay, persist, last out, ride out, outride, quell, appease"
stained,"stain, tarnish, maculate, sully, defile, stained, varnished"
couple,"couple, twosome, duo, duet, mates, match, pair, twain, brace, span, yoke, couplet, distich, dyad, duad, mate, twin, couple on, couple up, pair off, partner off, copulate"
altar,"altar, communion table, Lord's table"
read,"read, say, scan, take, learn, study, register, show, record, understand, interpret, translate"
armband,armband
gently,"gently, mildly, lightly, softly"
injury,"injury, hurt, harm, trauma, accidental injury, wound, combat injury"
cage,"cage, coop, Cage, John Cage, John Milton Cage Jr., batting cage, cage in"
cover,"screen, cover, covert, concealment, blanket, covering, screening, masking, binding, book binding, back, natural covering, top, covering fire, cover charge, cover version, cover song, spread over, continue, extend, treat, handle, plow, deal, address, embrace, encompass, comprehend, traverse, track, cross, pass over, get over, get across, cut through, cut across, report, cover up, insure, underwrite, compensate, overcompensate, shroud, enshroud, hide, breed, overlay, brood, hatch, incubate, wrap up"
policeman,"policeman, police officer, officer"
arrest,"apprehension, arrest, catch, collar, pinch, taking into custody, check, halt, hitch, stay, stop, stoppage, nail, apprehend, pick up, nab, cop, turn back, contain, hold back, get, hold"
singing,"singing, vocalizing, tattle, telling, sing, whistle, spill the beans, let the cat out of the bag, talk, blab, peach, babble, babble out, blab out, singe, swinge, scorch, sear, cantabile"
fan,"fan, sports fan, rooter, buff, devotee, lover, winnow"
badge,badge
current,"current, electric current, stream, flow"
contract,"contract, declaration, contract bridge, undertake, sign, sign on, sign up, compress, constrict, squeeze, compact, press, take, get, shrink, condense, concentrate, narrow, abridge, foreshorten, abbreviate, shorten, cut, reduce"
file,"file, data file, single file, Indian file, file cabinet, filing cabinet, register, charge, lodge, file away"
placing,"put, set, place, pose, position, lay, rate, rank, range, order, grade, locate, site, come in, come out, target, aim, direct, point, identify, localize, localise, invest, commit, station, post, send"
cup,"cup, cupful, loving cup, transfuse"
accident,"accident, stroke, fortuity, chance event"
feathers,"feather, plume, plumage, feathering, square, fledge"
stroked,stroke
rafters,"rafter, balk, baulk, raftsman, raftman"
attic,"loft, attic, garret, Attic, Ionic, Ionic dialect, Classical Greek, bean, bonce, noodle, noggin, dome"
eagle,"eagle, bird of Jove, double birdie"
woken,"wake, wake up, awake, arouse, awaken, come alive, waken, inflame, stir up, ignite, heat, fire up, rouse"
perch,"perch, rod, pole, roost, rest, alight, light"
tiny,"bantam, diminutive, lilliputian, midget, petite, tiny, flyspeck"
chest,"thorax, chest, pectus, breast, chest of drawers, bureau, dresser"
moving,"travel, go, move, locomote, displace, proceed, be active, act, affect, impress, strike, motivate, actuate, propel, prompt, incite, run, make a motion, moving"
fly,"fly, tent-fly, rainfly, fly sheet, tent flap, fly front, fly ball, wing, aviate, pilot, fell, vanish, flee, take flight, vaporize"
gathered,"gather, garner, collect, pull together, meet, assemble, forgather, foregather, accumulate, cumulate, conglomerate, pile up, amass, pucker, tuck, get together, gain, collected, gathered"
work,"work, piece of work, employment, study, workplace, oeuvre, body of work, do work, act, function, operate, go, run, work on, process, exercise, work out, make, bring, play, wreak, make for, put to work, cultivate, crop, influence, act upon, shape, form, mold, mould, forge, knead, exploit, solve, figure out, puzzle out, lick, ferment, sour, turn"
misfortune,"misfortune, bad luck, tough luck, ill luck"
forbidding,"ban, banning, forbiddance, forbidding, forbid, prohibit, interdict, proscribe, veto, disallow, nix, prevent, forestall, foreclose, preclude, dour, grim, baleful, menacing, minacious, minatory, ominous, sinister, threatening"
working,"working, workings, work, do work, act, function, operate, go, run, work on, process, exercise, work out, make, bring, play, wreak, make for, put to work, cultivate, crop, influence, act upon, shape, form, mold, mould, forge, knead, exploit, solve, figure out, puzzle out, lick, ferment, sour, turn, on the job, running, operative, functional"
befallen,"befall, bechance, betide, happen"
contact,"contact, physical contact, impinging, striking, middleman, liaison, link, inter-group communication, tangency, touch, contact lens, reach, get through, get hold of, adjoin, meet"
hungry,"hungry, athirst, thirsty"
thoughts,"idea, thought, thinking, thought process, cerebration, intellection, mentation, opinion, sentiment, persuasion, view"
education,"education, instruction, teaching, pedagogy, didactics, educational activity, training, breeding, Department of Education, Education Department, Education"
walking,"walk, walking, take the air, walk-to"
eggshells,"shell, eggshell"
reaching,"reach, reaching, stretch, arrival, make, attain, hit, arrive at, gain, reach out, get through, get hold of, contact, achieve, accomplish, extend to, touch, get to, progress to, pass, hand, pass on, turn over, give, strive, strain"
dish,"dish, dishful, smasher, stunner, knockout, beauty, ravisher, sweetheart, peach, lulu, looker, mantrap, dish aerial, dish antenna, saucer, cup of tea, bag, serve, serve up, dish out, dish up"
towel,towel
opening,"opening, gap, opening night, curtain raising, possibility, possible action, orifice, porta, hatchway, scuttle, chess opening, first step, initiative, opening move, open, open up, unfold, spread, spread out, afford, give"
smiling,"smile, smiling, grin, grinning, beamish, twinkly"
progress,"advancement, progress, progression, procession, advance, forward motion, onward motion, come on, come along, get on, get along, shape up, pass on, move on, march on, go on, build up, work up, build"
wondered,"wonder, inquire, enquire, question, marvel"
mad,"huffy, mad, sore, brainsick, crazy, demented, disturbed, sick, unbalanced, unhinged, delirious, excited, frantic, unrestrained, harebrained, insane"
sending,"sending, send, direct, send out, mail, post, transport, ship, station, place, get off, send off, commit, institutionalize, institutionalise, charge, air, broadcast, beam, transmit"
suddenly,"suddenly, all of a sudden, of a sudden, abruptly, short, dead, on the spur of the moment"
restraining,"restrain, keep, keep back, hold back, restrict, trammel, limit, bound, confine, throttle, hold, encumber, cumber, constrain, intimidate"
new,"new, fresh, novel, raw, unexampled, newfangled, New, Modern, young, newly, freshly"
miss,"girl, miss, missy, young lady, young woman, fille, misfire, Miss, lose, neglect, pretermit, omit, drop, leave out, overlook, overleap, lack, escape"
closer,"closer, finisher, close, near, nigh, faithful, tight, confining, airless, stuffy, unaired, snug, close-fitting, cheeseparing, penny-pinching, skinny, closelipped, closemouthed, secretive, tightlipped, nearer, nigher"
anger,"anger, choler, ire, angriness, wrath, ira, see red"
proud,"proud, gallant, lofty, majestic"
happy,"happy, felicitous, glad, well-chosen"
despite,"contempt, disdain, scorn, despite"
dripped,"drip, dribble, drop"
met,"meet, run into, encounter, run across, come across, see, get together, converge, satisfy, fill, fulfill, fulfil, fit, conform to, match, cope with, gather, assemble, forgather, foregather, play, take on, receive, suffer, touch, adjoin, contact"
known,"know, cognize, cognise, experience, live, acknowledge, recognize, recognise, sleep together, roll in the hay, love, make out, make love, sleep with, get laid, have sex, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, bed, have a go at it, bang, get it on, bonk, known"
strong,"strong, potent, stiff, impregnable, inviolable, secure, unassailable, unattackable, solid, substantial, hard, warm, firm"
confident,"confident, convinced, positive, surefooted, sure-footed"
reminded,"remind, prompt, cue"
blew,"blow, float, drift, be adrift, botch, bodge, bumble, fumble, botch up, muff, flub, screw up, ball up, spoil, muck up, bungle, fluff, bollix, bollix up, bollocks, bollocks up, bobble, mishandle, louse up, foul up, mess up, fuck up, waste, squander, fellate, suck, go down on, shove off, shove along, boast, tout, swash, shoot a line, brag, gas, bluster, vaunt, gasconade, blow out, burn out"
nudged,"nudge, poke at, prod"
ridiculous,"pathetic, ridiculous, silly, absurd, cockeyed, derisory, idiotic, laughable, ludicrous, nonsensical, preposterous, farcical"
silent,"silent, soundless, still, mum, tacit, understood, unsounded, dumb, mute"
bandanna,"bandanna, bandana"
phone,"telephone, phone, telephone set, speech sound, sound, earphone, earpiece, headphone, call, call up, ring"
federal,"Federal, Federal soldier, Union soldier, Fed, federal official, federal, Union"
marshal,"marshal, marshall, mobilize, mobilise, summon"
showing,"screening, showing, viewing, display, exhibit, show, demo, present, demonstrate, prove, establish, shew, testify, bear witness, evidence, picture, depict, render, express, evince, indicate, point, designate, show up, read, register, record, usher"
spooked,spook
minutes,"minutes, proceedings, transactions, minute, min, moment, mo, second, bit, instant, arcminute, minute of arc, hour"
decided,"decide, make up one's mind, determine, settle, resolve, adjudicate, distinct, decided"
months,"calendar month, month"
confirmed,"confirm, corroborate, sustain, substantiate, support, affirm, reassert, confirmed"
figured,"calculate, estimate, reckon, count on, figure, forecast, enter, visualize, visualise, envision, project, fancy, see, picture, image, cipher, cypher, compute, work out, figured"
number,"number, figure, act, routine, turn, bit, phone number, telephone number, numeral, issue, identification number, total, add up, come, amount, list, count, enumerate, numerate, keep down"
sent,"sent, send, direct, send out, mail, post, transport, ship, station, place, get off, send off, commit, institutionalize, institutionalise, charge, air, broadcast, beam, transmit"
visited,"visit, see, travel to, call in, call, inspect, inflict, bring down, impose, chew the fat, shoot the breeze, chat, confabulate, confab, chitchat, chit-chat, chatter, chaffer, natter, gossip, jaw, claver"
offered,"offer, proffer, volunteer, extend, bid, tender, offer up, put up, provide, propose, declare oneself, pop the question"
peanuts,"peanuts, peanut, peanut vine, Arachis hypogaea, earthnut, goober, goober pea, groundnut, monkey nut"
aw,
snorted,"snort, huff, take a hit"
happens,"happen, hap, go on, pass off, occur, pass, fall out, come about, take place, befall, bechance, materialize, materialise, find, chance, bump, encounter"
matter,"matter, affair, thing, topic, subject, issue, count, weigh"
forever,"everlastingly, eternally, forever, evermore, forever and a day, constantly, always, perpetually, incessantly"
job,"occupation, business, job, line of work, line, task, chore, problem, Job, Book of Job, caper, subcontract, farm out, speculate"
housekeeping,"housework, housekeeping, housekeep"
admitted,"admit, acknowledge, allow in, let in, intromit, include, accept, take, take on, allow, accommodate, hold"
drawn,"pull, draw, force, reap, trace, line, describe, delineate, make, pull out, get out, take out, depict, puff, drag, withdraw, draw off, cast, get, quarter, draw and quarter, absorb, suck, imbibe, soak up, sop up, suck up, take in, take up, attract, pull in, draw in, string, thread, pull back, guide, run, pass, tie, disembowel, eviscerate, careworn, drawn, haggard, raddled, worn"
bother,"fuss, trouble, bother, hassle, annoyance, botheration, pain, infliction, pain in the neck, pain in the ass, trouble oneself, inconvenience oneself, annoy, rag, get to, get at, irritate, rile, nark, nettle, gravel, vex, chafe, devil, put out, inconvenience, disoblige, discommode, incommode"
leaf,"leaf, leafage, foliage, folio, flick, flip, thumb, riffle, riff"
began,"get down, begin, get, start out, start, set about, set out, commence, lead off"
coat,"coat, coating, pelage, surface, cake"
pen,"pen, playpen, penitentiary, write, compose, indite"
melted,"melt, run, melt down, dissolve, thaw, unfreeze, unthaw, dethaw, mellow, mellow out, meld, fade, disappear, evaporate, melted, liquid, liquified"
dare,"dare, daring, make bold, presume, defy"
truth,"truth, the true, verity, trueness, true statement, accuracy, Truth, Sojourner Truth"
bench,"bench, terrace, judiciary, workbench, work bench, Bench"
smiled,smile
mask,"mask, masquerade, masquerade party, masque, dissemble, cloak, disguise, block out"
past,"past, past times, yesteryear, past tense, preceding, retiring, by"
grounded,"anchor, ground, strand, run aground, prime, undercoat, establish, base, found"
sneaking,"sneak, mouse, creep, pussyfoot, pilfer, cabbage, purloin, pinch, abstract, snarf, swipe, hook, filch, nobble, lift, slip, sneaking, unavowed"
friendly,"friendly, favorable, well-disposed"
moved,"travel, go, move, locomote, displace, proceed, be active, act, affect, impress, strike, motivate, actuate, propel, prompt, incite, run, make a motion, moved, affected, stirred, touched"
digits,"digit, figure, finger, fingerbreadth, finger's breadth, dactyl"
scowling,"scowl, beetle-browed, scowling"
exactly,"precisely, exactly, just, on the nose, on the dot, on the button, incisively"
repeated,"repeat, reiterate, ingeminate, iterate, restate, retell, duplicate, reduplicate, double, replicate, recur, echo, take over, reprise, reprize, recapitulate, perennial, recurrent, repeated"
qualified,"qualify, measure up, restrict, dispose, stipulate, condition, specify, characterize, characterise, modify, qualified, certified, restricted, dependent, dependant"
scientists,scientist
random,random
hypothetical,"hypothetical, conjectural, divinatory, hypothetic, supposed, suppositional, suppositious, supposititious"
miserably,miserably
pools,"pool, pond, consortium, syndicate, puddle, kitty, pocket billiards"
fall,"fall, autumn, spill, tumble, Fall, descent, declivity, decline, declination, declension, downslope, downfall, capitulation, surrender, twilight, dusk, gloaming, gloam, nightfall, evenfall, crepuscule, crepuscle, pin, drop, dip, free fall, descend, go down, come down, come, precipitate, shine, strike, decrease, diminish, lessen, accrue, light, return, pass, devolve, fall down, hang, flow, settle"
start,"start, beginning, commencement, first, outset, get-go, kickoff, starting time, showtime, offset, starting, startle, jump, starting line, scratch, scratch line, starting signal, head start, get down, begin, get, start out, set about, set out, commence, lead off, depart, part, set forth, set off, take off, originate, initiate, start up, embark on, go, get going, take up, protrude, pop, pop out, bulge, bulge out, bug out, come out"
stores,"shop, store, stock, fund, memory, computer memory, storage, computer storage, memory board, storehouse, depot, entrepot, hive away, lay in, put in, salt away, stack away, stash away"
department,"department, section"
bathrooms,"bathroom, bath, toilet, lavatory, lav, can, john, privy"
mix,"mix, premix, mixture, commixture, admixture, intermixture, mixing, blend, flux, conflate, commingle, immix, fuse, coalesce, meld, combine, merge, desegregate, integrate, mix in, mingle, commix, unify, amalgamate, shuffle, ruffle"
races,"race, subspecies, slipstream, airstream, backwash, wash, raceway, rush, hotfoot, hasten, hie, speed, pelt along, rush along, cannonball along, bucket along, belt along, step on it, run"
watch,"watch, ticker, vigil, lookout, lookout man, sentinel, sentry, spotter, scout, picket, observe, follow, watch over, keep an eye on, view, see, catch, take in, look on, look out, watch out, determine, check, find out, ascertain, learn"
lead,"lead, Pb, atomic number 82, track, trail, lead-in, lede, star, principal, tip, steer, confidential information, wind, hint, lead story, spark advance, leash, tether, leading, pencil lead, jumper cable, jumper lead, booster cable, take, direct, conduct, guide, leave, result, head, run, go, pass, extend, top, contribute, conduce, precede, moderate, chair"
associating,"associate, tie in, relate, link, colligate, link up, connect, consort, affiliate, assort, consociate"
girls,"girl, miss, missy, young lady, young woman, fille, female child, little girl, daughter, girlfriend, lady friend"
deal,"deal, trade, business deal, bargain, batch, flock, good deal, great deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, plenty, pot, quite a little, raft, sight, slew, spate, stack, tidy sum, wad, softwood, hand, cover, treat, handle, plow, address, consider, take, look at, cope, get by, make out, make do, contend, grapple, manage, distribute, administer, mete out, parcel out, dispense, shell out, deal out, dish out, allot, dole out, sell, care, conduct, carry on, share, divvy up, portion out, apportion"
teachers,"teacher, instructor"
meant,"mean, intend, entail, imply, signify, stand for, think, think of, have in mind"
boys,"male child, boy, son"
trouble,"trouble, problem, fuss, bother, hassle, difficulty, worry, disturb, upset, put out, inconvenience, disoblige, discommode, incommode, perturb, unhinge, disquiet, cark, distract, disorder, trouble oneself, inconvenience oneself, ail, pain"
governor,"governor, regulator"
lit,"literature, lit, light, illume, illumine, light up, illuminate, fire up, alight, perch, ignite, fall, unhorse, dismount, get off, get down, illuminated, lighted, well-lighted"
candle,"candle, taper, wax light, candela, cd, standard candle"
bathroom,"bathroom, bath, toilet, lavatory, lav, can, john, privy"
ghost,"ghost, shade, spook, wraith, specter, spectre, ghostwriter, touch, trace, haunt, obsess, ghostwrite"
country,"state, nation, country, land, commonwealth, res publica, body politic, rural area, area"
satellite,"satellite, artificial satellite, orbiter, planet"
studying,"perusal, perusing, poring over, studying, analyze, analyse, study, examine, canvass, canvas, consider, learn, read, take, hit the books, meditate, contemplate"
badly,"badly, severely, gravely, seriously, ill, poorly, mischievously, naughtily, bad, disadvantageously"
teacher,"teacher, instructor"
