Word,Synonyms
car,"car, auto, automobile, machine, motorcar, railcar, railway car, railroad car, gondola, elevator car, cable car"
rest,"remainder, balance, residual, residue, residuum, rest, ease, repose, relaxation, respite, relief, rest period, eternal rest, sleep, eternal sleep, quietus, breathe, catch one's breath, take a breather, lie, stay, remain, reside, perch, roost, pillow"
trying,"try, seek, attempt, essay, assay, test, prove, try out, examine, judge, adjudicate, sample, taste, hear, strain, stress, render, try on, trying, nerve-racking, nerve-wracking, stressful"
remember,"remember, retrieve, recall, call back, call up, recollect, think, think of, think back, commend, commemorate"
enjoy,"enjoy, bask, relish, savor, savour, love, delight, revel"
cake,"cake, bar, patty, coat"
tough,"street fighter, tough, hood, hoodlum, goon, punk, thug, toughie, strong-armer, bully, hooligan, ruffian, roughneck, rowdy, yob, yobo, yobbo, rugged, toughened, sturdy, ruffianly, bad, hard, baffling, elusive, knotty, problematic, problematical"
american,"American, American English, American language"
evening,"evening, eve, even, eventide, flush, level, even out"
perfectly,"absolutely, perfectly, utterly, dead"
read,"read, say, scan, take, learn, study, register, show, record, understand, interpret, translate"
stove,"stove, kitchen stove, range, kitchen range, cooking stove, stave, stave in"
cooking,"cooking, cookery, preparation, cook, fix, ready, make, prepare, fudge, manipulate, fake, falsify, wangle, misrepresent"
lunch,"lunch, luncheon, tiffin, dejeuner"
corn,"corn, maize, Indian corn, Zea mays, edible corn, clavus, corn whiskey, corn whisky"
garden,garden
dinner,"dinner, dinner party"
plum,"plum, plum tree, plumb, clean"
sitting,"sitting, posing, seance, session, sit, sit down, sit around, model, pose, posture, ride, baby-sit, seat, seated"
starred,"star, asterisk, asterisked, starred"
congressional,congressional
investigator,"research worker, researcher, investigator, detective, tec, police detective"
fighting,"fight, fighting, combat, scrap, contend, struggle, oppose, fight back, fight down, defend, crusade, press, campaign, push, agitate, active, combat-ready"
kitchen,kitchen
nice,"Nice, nice, decent, skillful, dainty, overnice, prissy, squeamish, courteous, gracious"
supplies,"supply, provision, supplying, provide, render, furnish, issue, ply, cater, add, append"
water,"water, H2O, body of water, water system, water supply, urine, piss, pee, piddle, weewee, irrigate"
prayed,"pray, beg, implore"
drop,"drop, bead, pearl, drib, driblet, dip, fall, free fall, cliff, drop-off, drop curtain, drop cloth, sink, drop down, knock off, drop off, set down, put down, unload, discharge, fell, strike down, cut down, spend, expend, flatten, dangle, swing, dismiss, send packing, send away, dribble, drip, shed, cast, cast off, shake off, throw, throw off, throw away, neglect, pretermit, omit, miss, leave out, overlook, overleap, devolve, deteriorate, degenerate"
shoved,"jostle, shove, thrust, stuff, squeeze"
knelt,kneel
shrugged,shrug
explained,"explain, explicate, excuse"
afterward,"subsequently, later, afterwards, afterward, after, later on"
double,"double, two-base hit, two-bagger, two-baser, stunt man, stunt woman, image, look-alike, doubling, duplicate, double over, double up, reduplicate, repeat, replicate, dual, twofold, two-fold, treble, threefold, three-fold, duple, doubled, bivalent, forked, doubly, twice"
heart,"heart, bosom, pump, ticker, mettle, nerve, spunk, center, centre, middle, eye, kernel, substance, core, essence, gist, heart and soul, inwardness, marrow, meat, nub, pith, sum, nitty-gritty, spirit, affection, affectionateness, fondness, tenderness, warmness, warmheartedness, philia"
feature,"feature, characteristic, lineament, feature film, feature article, feature of speech, have, sport, boast"
beating,"beating, whipping, thrashing, licking, drubbing, lacing, trouncing, whacking, beat, beat out, crush, shell, trounce, vanquish, beat up, work over, pound, thump, drum, thrum, flap, scramble, bunk, tick, ticktock, ticktack, pulsate, quiver, outwit, overreach, outsmart, outfox, circumvent, perplex, vex, stick, get, puzzle, mystify, baffle, pose, bewilder, flummox, stupefy, nonplus, gravel, amaze, dumbfound, exhaust, wash up, tucker, tucker out"
fast,"fast, fasting, debauched, degenerate, degraded, dissipated, dissolute, libertine, profligate, riotous, flying, quick, firm, immobile, loyal, truehearted, tight"
wanted,"desire, want, need, require, wanted, cherished, precious, treasured"
aloud,"aloud, out loud, loudly, loud"
relief,"relief, alleviation, assuagement, ease, stand-in, substitute, reliever, backup, backup man, fill-in, succor, succour, ministration, respite, rest, rest period, easing, moderation, easement, relievo, rilievo, embossment, sculptural relief"
beers,beer
cooler,"cooler, ice chest, tank, cool, coolheaded, nerveless"
sat,"Saturday, Sabbatum, Sat, sit, sit down, sit around, model, pose, posture, ride, baby-sit, seat"
die,"die, dice, decease, perish, go, exit, pass away, expire, pass, kick the bucket, cash in one's chips, buy the farm, conk, give-up the ghost, drop dead, pop off, choke, croak, snuff it, fail, go bad, give way, give out, conk out, break, break down, die out, pall, become flat"
legs,"legs, leg, branch, ramification, peg, wooden leg, pegleg, stage"
sneak,"sneak, prowler, stalker, fink, snitch, snitcher, stoolpigeon, stool pigeon, stoolie, sneaker, canary, mouse, creep, pussyfoot, pilfer, cabbage, purloin, pinch, abstract, snarf, swipe, hook, filch, nobble, lift, slip, furtive, sneaky, stealthy, surreptitious"
believe,"believe, think, consider, conceive, trust"
story,"narrative, narration, story, tale, floor, level, storey, history, account, chronicle, report, news report, write up, fib, tarradiddle, taradiddle"
placed,"put, set, place, pose, position, lay, rate, rank, range, order, grade, locate, site, come in, come out, target, aim, direct, point, identify, localize, localise, invest, commit, station, post, send, located, placed, situated"
speak,"talk, speak, utter, mouth, verbalize, verbalise, address"
need,"need, demand, want, motivation, motive, indigence, penury, pauperism, pauperization, necessitate, ask, postulate, require, take, involve, call for"
bodies,"body, organic structure, physical structure, dead body, torso, trunk, consistency, consistence, eubstance, soundbox, personify"
tattooed,tattoo
numbers,"Numbers, Book of Numbers, numbers pool, numbers game, numbers racket, numbers, number, figure, act, routine, turn, bit, phone number, telephone number, numeral, issue, identification number, total, add up, come, amount, list, count, enumerate, numerate, keep down"
able,"able, capable, able-bodied"
twice,"twice, doubly, double"
gone,"travel, go, move, locomote, proceed, go away, depart, become, get, run, pass, lead, extend, sound, function, work, operate, run low, run short, survive, last, live, live on, endure, hold up, hold out, die, decease, perish, exit, pass away, expire, kick the bucket, cash in one's chips, buy the farm, conk, give-up the ghost, drop dead, pop off, choke, croak, snuff it, belong, start, get going, blend, blend in, fit, rifle, plump, fail, go bad, give way, give out, conk out, break, break down, done for, kaput, gone, asleep, at peace, at rest, deceased, departed, bygone, bypast, foregone"
pale,"picket, pale, blanch, blench, pallid, wan, sick"
brown,"brown, brownness, Brown, Robert Brown, John Brown, Brown University, embrown, brownish, chocolate-brown, dark-brown, browned"
yellow,"yellow, yellowness, yellowish, xanthous, chicken, chickenhearted, lily-livered, white-livered, yellow-bellied, yellowed, scandalmongering, sensationalistic, jaundiced, icteric"
flecks,"bit, chip, flake, fleck, scrap, spot, speckle, dapple, patch, maculation, blob, blot"
muddy,"muddy, muddy up, boggy, marshy, miry, mucky, quaggy, sloppy, sloughy, soggy, squashy, swampy, waterlogged, dirty, dingy, muddied, cloudy, mirky, murky, turbid"
stream,"stream, watercourse, flow, current, pour, swarm, teem, pullulate, pelt, rain cats and dogs, rain buckets, well out"
pans,"pan, cooking pan, Pan, goat god, genus Pan, pan out, pan off, tear apart, trash"
gold,"gold, amber, Au, atomic number 79, golden, gilded, aureate, gilt"
prisoners,"prisoner, captive"
concentration,"concentration, density, denseness, tightness, compactness, engrossment, absorption, immersion, assiduity, assiduousness"
camps,"camp, encampment, cantonment, bivouac, clique, coterie, ingroup, inner circle, pack, refugee camp, summer camp, encamp, camp out, tent, camp down"
given,"given, presumption, precondition, give, yield, afford, pay, hold, throw, have, make, gift, present, devote, render, return, generate, impart, leave, pass on, establish, sacrifice, pass, hand, reach, turn over, dedicate, consecrate, commit, apply, grant, move over, give way, ease up, feed, contribute, chip in, kick in, collapse, fall in, cave in, break, founder, open, granted, apt, disposed, minded, tending"
knock,"knock, knocking, roast, bash, bang, smash, belt, rap, whack, whang, strike hard, bump, tap, pink, ping, criticize, criticise, pick apart"
answer,"answer, reply, response, solution, result, resolution, solvent, respond, resolve, suffice, do, serve"
returned,"return, render, revert, retrovert, regress, turn back, hark back, come back, recall, take back, bring back, retort, repay, riposte, rejoin, refund, give back, deliver, reelect, fall, pass, devolve, yield, give, generate"
moment,"moment, minute, second, instant, mo, bit, here and now, present moment, consequence, import"
beer,beer
later,"later, ulterior, posterior, late, belated, tardy, recent, former, previous, subsequently, afterwards, afterward, after, later on, by and by"
root,"root, beginning, origin, rootage, source, root word, base, stem, theme, radical, solution, ancestor, ascendant, ascendent, antecedent, etymon, tooth root, rout, rootle, settle, take root, steady down, settle down"
finishing,"coating, finish, finishing, complete, finish up, land up, fetch up, end up, wind up, end, stop, terminate, cease, eat up, polish off"
known,"know, cognize, cognise, experience, live, acknowledge, recognize, recognise, sleep together, roll in the hay, love, make out, make love, sleep with, get laid, have sex, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, bed, have a go at it, bang, get it on, bonk, known"
gypsies,"itinerant, gypsy, gipsy, Gypsy, Gipsy, Romany, Rommany, Romani, Roma, Bohemian"
nodded,nod
bright,"bright, brilliant, vivid, smart, burnished, lustrous, shining, shiny, undimmed, hopeful, promising, brilliantly, brightly"
cheerful,"cheerful, pollyannaish, upbeat"
find,"discovery, breakthrough, find, uncovering, happen, chance, bump, encounter, detect, observe, discover, notice, regain, determine, find out, ascertain, feel, witness, see, line up, get hold, come up, rule, receive, get, obtain, incur, recover, retrieve, find oneself"
words,"words, lyric, language, quarrel, wrangle, row, run-in, dustup, actor's line, speech, word, news, intelligence, tidings, discussion, give-and-take, parole, word of honor, Son, Word, Logos, password, watchword, countersign, Bible, Christian Bible, Book, Good Book, Holy Scripture, Holy Writ, Scripture, Word of God, give voice, formulate, phrase, articulate"
stared,"gaze, stare, star, asterisk"
long,"hanker, long, yearn, retentive, recollective, tenacious, farseeing, farsighted, foresighted, foresightful, prospicient, longsighted"
matter,"matter, affair, thing, topic, subject, issue, count, weigh"
having,"have, have got, hold, feature, experience, receive, get, own, possess, let, consume, ingest, take in, take, throw, make, give, induce, stimulate, cause, accept, suffer, sustain, give birth, deliver, bear, birth"
grunted,grunt
window,"window, windowpane"
washing,"wash, washing, lavation, laundry, washables, rinse, lave, launder, wash out, wash off, wash away, moisten, dampen, lap"
arrived,"arrive, get, come, make it, get in, go far"
life,"life, living, animation, aliveness, lifetime, life-time, lifespan, liveliness, spirit, sprightliness, biography, life story, life history, life sentence"
understood,"understand, realize, realise, see, read, interpret, translate, infer, sympathize, sympathise, empathize, empathise, understood, silent, tacit"
pay,"wage, pay, earnings, remuneration, salary, give, pay up, ante up, yield, bear, pay off, make up, compensate, devote"
heed,"attentiveness, heed, regard, paying attention, mind, listen"
sister,"sister, sis, Sister, baby, babe"
firmly,"firm, firmly, steadfastly, unwaveringly, securely, hard"
thank,"thank, give thanks"
owed,owe
quietly,"softly, quietly, quiet, restfully"
sign,"sign, mark, signal, signaling, signboard, sign of the zodiac, star sign, mansion, house, planetary house, polarity, augury, foretoken, preindication, subscribe, ratify, contract, sign on, sign up, signalize, signalise, bless, gestural, signed, sign-language"
noon,"noon, twelve noon, high noon, midday, noonday, noontide"
fault,"mistake, error, fault, defect, flaw, demerit, faulting, geological fault, shift, fracture, break, blame"
moods,"temper, mood, humor, humour, climate, mode, modality"
needing,"necessitate, ask, postulate, need, require, take, involve, call for, demand, want"
thought,"idea, thought, thinking, thought process, cerebration, intellection, mentation, opinion, sentiment, persuasion, view, think, believe, consider, conceive, opine, suppose, imagine, reckon, guess, cogitate, cerebrate, remember, retrieve, recall, call back, call up, recollect, intend, mean"
smarter,"smart, chic, voguish, bright, fresh, impertinent, impudent, overbold, saucy, sassy, wise"
expelled,"expel, throw out, kick out, oust, drum out, boot out, rout, rout out, exhaust, discharge, eject, release"
gotten,"get, acquire, become, go, let, have, receive, find, obtain, incur, arrive, come, bring, convey, fetch, experience, pay back, pay off, fix, make, induce, stimulate, cause, catch, capture, grow, develop, produce, contract, take, drive, aim, arrest, scram, buzz off, fuck off, bugger off, get under one's skin, draw, perplex, vex, stick, puzzle, mystify, baffle, beat, pose, bewilder, flummox, stupefy, nonplus, gravel, amaze, dumbfound, get down, begin, start out, start, set about, set out, commence, suffer, sustain, beget, engender, father, mother, sire, generate, bring forth"
gut,"intestine, bowel, gut, catgut"
snorted,"snort, huff, take a hit"
followed,"follow, postdate, fall out, travel along, comply, abide by, come after, conform to, adopt, espouse, take after, trace, watch, observe, watch over, keep an eye on, succeed, play along, accompany, keep up, keep abreast, come, be, surveil, survey, pursue, stick to, stick with"
huge,"huge, immense, vast, Brobdingnagian"
today,"today, nowadays, now"
confess,"confess, squeal, fink, concede, profess"
realize,"recognize, recognise, realize, realise, agnize, agnise, understand, see, actualize, actualise, substantiate, gain, take in, clear, make, earn, pull in, bring in"
rehash,"rehash, retrograde, hash over"
nasty,"nasty, awful, tight, cruddy, filthy, foul, smutty"
horse,"horse, Equus caballus, gymnastic horse, cavalry, horse cavalry, sawhorse, sawbuck, buck, knight"
tries,"attempt, effort, endeavor, endeavour, try, seek, essay, assay, test, prove, try out, examine, judge, adjudicate, sample, taste, hear, strain, stress, render, try on"
know,"know, cognize, cognise, experience, live, acknowledge, recognize, recognise, sleep together, roll in the hay, love, make out, make love, sleep with, get laid, have sex, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, bed, have a go at it, bang, get it on, bonk"
walking,"walk, walking, take the air, walk-to"
street,street
confront,"confront, face, face up, present"
guys,"guy, cat, hombre, bozo, Guy, guy cable, guy wire, guy rope, ridicule, roast, blackguard, laugh at, jest at, rib, make fun, poke fun"
scab,"scab, strikebreaker, blackleg, rat, fink"
wondering,"wonder, inquire, enquire, question, marvel, inquisitive, speculative, questioning, wondering"
thing,"thing, matter, affair"
bullets,"bullet, slug, bullet train, fastball, heater, smoke, hummer"
sorts,"kind, sort, form, variety, sorting, screen, screen out, sieve, classify, class, assort, sort out, separate"
dodged,"dodge, hedge, fudge, evade, put off, circumvent, parry, elude, skirt, duck, sidestep"
schoolboys,schoolboy
asks,"ask, inquire, enquire, require, expect, necessitate, postulate, need, take, involve, call for, demand"
tommy,
smiled,smile
worked,"work, do work, act, function, operate, go, run, work on, process, exercise, work out, make, bring, play, wreak, make for, put to work, cultivate, crop, influence, act upon, shape, form, mold, mould, forge, knead, exploit, solve, figure out, puzzle out, lick, ferment, sour, turn"
hello,"hello, hullo, hi, howdy, how-do-you-do"
tuberculosis,"tuberculosis, TB, T.B."
redder,"red, reddish, ruddy, blood-red, carmine, cerise, cherry, cherry-red, crimson, ruby, ruby-red, scarlet, violent, reddened, red-faced, flushed"
scar,"scar, cicatrix, cicatrice, scratch, scrape, mark, pock, pit"
possible,"possible, potential"
kind,"kind, sort, form, variety, genial, tolerant"
nonsense,"nonsense, bunk, nonsensicality, meaninglessness, hokum, folderal, falderol, frill, gimcrackery, gimcrack, trumpery, nonsensical"
takes,"return, issue, take, takings, proceeds, yield, payoff, occupy, use up, lead, direct, conduct, guide, get hold of, assume, acquire, adopt, take on, read, bring, convey, choose, select, pick out, accept, have, fill, consider, deal, look at, necessitate, ask, postulate, need, require, involve, call for, demand, film, shoot, remove, take away, withdraw, consume, ingest, take in, submit, strike, take up, admit, learn, study, claim, exact, make, aim, train, take aim, carry, pack, lease, rent, hire, charter, engage, subscribe, subscribe to, contain, hold, drive, contract, get"
pursuing,"prosecute, engage, pursue, follow, quest for, go after, quest after, follow up on, act on, pursuing"
real,"real number, real, existent, tangible, actual, genuine, literal, substantial, material, veridical, very, really, rattling"
criminals,"criminal, felon, crook, outlaw, malefactor"
quickly,"quickly, rapidly, speedily, chop-chop, apace, promptly, quick, cursorily"
hearing,"hearing, audience, earshot, earreach, listening, audition, auditory sense, sense of hearing, auditory modality, hear, learn, get word, get wind, pick up, find out, get a line, discover, see, try, listen, take heed"
stop,"stop, halt, stoppage, stopover, layover, arrest, check, hitch, stay, stop consonant, occlusive, plosive consonant, plosive speech sound, plosive, period, point, full stop, full point, diaphragm, catch, blockage, block, closure, occlusion, discontinue, cease, give up, quit, lay off, kibosh, stop over, break, break off, turn back, contain, hold back, intercept, end, finish, terminate, barricade, blockade, block off, block up, bar, hold on"
sit,"sit, sit down, sit around, model, pose, posture, ride, baby-sit, seat"
russian,Russian
charges,"charge, complaint, electric charge, care, tutelage, guardianship, mission, commission, cathexis, bang, boot, rush, flush, thrill, kick, billing, direction, accusation, bearing, heraldic bearing, armorial bearing, burster, bursting charge, explosive charge, bear down, accuse, bill, tear, shoot, shoot down, buck, appoint, lodge, file, commit, institutionalize, institutionalise, send, consign, agitate, rouse, turn on, commove, excite, charge up, load, level, point, saddle, burden, blame"
false,"false, mistaken, delusive, fake, faux, imitation, simulated, off-key, sour, assumed, fictitious, fictive, pretended, put on, sham, untrue, faithlessly, traitorously, treacherously, treasonably"
communists,"Communist, communist, commie"
poison,"poison, toxicant, poisonous substance, envenom"
z,"omega, Z, z, zee, zed, ezed, izzard"
bet,"stake, stakes, bet, wager, play, count, depend, look, calculate, reckon"
gestured,"gesticulate, gesture, motion"
place,"topographic point, place, spot, property, stead, position, lieu, shoes, home, post, berth, office, billet, situation, station, seat, plaza, piazza, space, blank space, put, set, pose, lay, rate, rank, range, order, grade, locate, site, come in, come out, target, aim, direct, point, identify, localize, localise, invest, commit, send"
sent,"sent, send, direct, send out, mail, post, transport, ship, station, place, get off, send off, commit, institutionalize, institutionalise, charge, air, broadcast, beam, transmit"
injured,"injure, wound, hurt, bruise, offend, spite, injured"
shortly,"shortly, soon, presently, before long, curtly, short, concisely, briefly, in brief, in short"
repeated,"repeat, reiterate, ingeminate, iterate, restate, retell, duplicate, reduplicate, double, replicate, recur, echo, take over, reprise, reprize, recapitulate, perennial, recurrent, repeated"
chairs,"chair, professorship, president, chairman, chairwoman, chairperson, electric chair, death chair, hot seat, moderate, lead"
idea,"idea, thought, mind, estimate, estimation, approximation, theme, melodic theme, musical theme"
exclaimed,"exclaim, cry, cry out, outcry, call out, shout, proclaim, promulgate"
play,"play, drama, dramatic play, maneuver, manoeuvre, bid, child's play, playing period, period of play, free rein, shimmer, fun, sport, looseness, frolic, romp, gambol, caper, turn, gambling, gaming, swordplay, act, represent, spiel, act as, recreate, toy, run, fiddle, diddle, dally, trifle, flirt, roleplay, playact, bring, work, wreak, make for, bet, wager, meet, encounter, take on"
carols,"carol, Christmas carol"
helped,"help, assist, aid, facilitate, help oneself, serve, avail"
year,"year, twelvemonth, yr, class"
raised,"raise, lift, elevate, get up, bring up, grow, farm, produce, rear, nurture, parent, conjure, conjure up, invoke, evoke, stir, call down, arouse, put forward, call forth, erect, set up, put up, elicit, enkindle, kindle, fire, provoke, enhance, heighten, promote, upgrade, advance, kick upstairs, leaven, prove, recruit, levy, resurrect, upraise, raised, brocaded, embossed, elevated"
send,"send, direct, send out, mail, post, transport, ship, station, place, get off, send off, commit, institutionalize, institutionalise, charge, air, broadcast, beam, transmit"
catholic,"Catholic, catholic"
missions,"mission, missionary post, missionary station, foreign mission, military mission, charge, commission, missionary work, deputation, delegation, delegacy"
world,"universe, existence, creation, world, cosmos, macrocosm, domain, reality, Earth, earth, globe, populace, public, worldly concern, earthly concern, human race, humanity, humankind, human beings, humans, mankind, man, global, planetary, worldwide, world-wide"
magazine,"magazine, mag, magazine publisher, cartridge, powder store, powder magazine, cartridge holder, cartridge clip, clip"
sale,"sale, cut-rate sale, sales event, sales agreement"
house,"house, firm, business firm, sign of the zodiac, star sign, sign, mansion, planetary house, family, household, home, menage, theater, theatre, put up, domiciliate"
boys,"male child, boy, son"
liberate,"emancipate, liberate, free, release, unloose, unloosen, loose, set free"
bunch,"bunch, clump, cluster, clustering, crowd, crew, gang, lot, caboodle, bunch together, bunch up, bundle"
prove,"prove, turn out, turn up, demonstrate, establish, show, shew, testify, bear witness, evidence, test, try, try out, examine, essay, rise, raise, leaven"
including,"include, admit, let in"
question,"question, inquiry, enquiry, query, interrogation, head, interrogative, interrogative sentence, doubt, dubiousness, doubtfulness, motion, oppugn, call into question, interrogate, interview, wonder"
drive,"drive, thrust, driving force, campaign, cause, crusade, movement, effort, driveway, private road, driving, ride, parkway, motor, force, ram, repel, repulse, force back, push back, beat back, tug, labor, labour, push, get, aim, take"
begged,"beg, implore, pray, solicit, tap"
rid,"rid, free, disembarrass"
buy,"bargain, buy, steal, purchase, bribe, corrupt, grease one's palms"
lessons,"lesson, example, deterrent example, object lesson, moral"
excuse,"excuse, alibi, exculpation, self-justification, apology, pardon, relieve, let off, exempt, explain, apologize, apologise, justify, rationalize, rationalise, beg off, condone"
college,college
boxes,"box, loge, boxful, corner, boxwood, box seat, package"
membership,"membership, rank"
semester,semester
path,"way, path, way of life, route, itinerary, track, course"
dark,"dark, darkness, iniquity, wickedness, shadow, night, nighttime, black, sinister, dour, glowering, glum, moody, morose, saturnine, sour, sullen, benighted, obscure, blue, dingy, disconsolate, dismal, gloomy, grim, sorry, drab, drear, dreary, colored, coloured, dark-skinned, non-white"
fully,"fully, to the full, full, amply, in full"
saving,"economy, saving, rescue, deliverance, delivery, preservation, salvage, salve, relieve, save, preserve, carry through, pull through, bring through, lay aside, save up, make unnecessary, deliver, redeem, spare, economize, economise, keep open, hold open, keep, write, redemptive, redeeming"
route,"path, route, itinerary, road"
plan,"plan, program, programme, design, architectural plan, be after, project, contrive"
card,"card, identity card, wag, wit, poster, posting, placard, notice, bill, calling card, visiting card, scorecard, menu, bill of fare, carte du jour, carte, batting order, lineup, circuit board, circuit card, board, plug-in, add-in, tease"
perfect,"perfective, perfective tense, perfect, perfect tense, hone, arrant, complete, consummate, double-dyed, everlasting, gross, pure, sodding, stark, staring, thoroughgoing, utter, unadulterated"
local,"local, local anesthetic, local anaesthetic, topical anesthetic, topical anaesthetic"
governments,"government, authorities, regime, governing, governance, government activity, administration, politics, political science"
countries,"state, nation, country, land, commonwealth, res publica, body politic, rural area, area"
grandson,grandson
support,"support, reinforcement, reenforcement, documentation, keep, livelihood, living, bread and butter, sustenance, supporting, accompaniment, musical accompaniment, backup, financial support, funding, backing, financial backing, back up, back, endorse, indorse, plump for, plunk for, hold, sustain, hold up, confirm, corroborate, substantiate, affirm, subscribe, underpin, bear out, defend, fend for, patronize, patronise, patronage, keep going, digest, endure, stick out, stomach, bear, stand, tolerate, brook, abide, suffer, put up"
needed,"necessitate, ask, postulate, need, require, take, involve, call for, demand, want, needed, needful, required, requisite"
fight,"battle, conflict, fight, engagement, fighting, combat, scrap, competitiveness, contend, struggle, oppose, fight back, fight down, defend, crusade, press, campaign, push, agitate"
crossed,"traverse, track, cover, cross, pass over, get over, get across, cut through, cut across, intersect, thwart, queer, spoil, scotch, foil, frustrate, baffle, bilk, span, sweep, crossbreed, hybridize, hybridise, interbreed, crossed"
good,"good, goodness, commodity, trade good, full, estimable, honorable, respectable, beneficial, just, upright, adept, expert, practiced, proficient, skillful, skilful, dear, near, dependable, safe, secure, right, ripe, well, effective, in effect, in force, serious, sound, salutary, honest, undecomposed, unspoiled, unspoilt, thoroughly, soundly"
spread,"spread, spreading, gap, ranch, cattle ranch, cattle farm, scatter, paste, banquet, feast, spread head, spreadhead, facing pages, bedspread, bedcover, bed cover, bed covering, counterpane, distribute, propagate, overspread, unfold, spread out, open, circulate, circularize, circularise, disseminate, broadcast, diffuse, disperse, pass around, go around, fan out, dispersed, outspread"
search,"search, hunt, hunting, lookup, seek, look for, look, research, explore"
records,"record, phonograph record, phonograph recording, disk, disc, platter, track record, record book, book, criminal record, enter, put down, tape, read, register, show, commemorate, memorialize, memorialise, immortalize, immortalise"
creep,"creep, weirdo, weirdie, weirdy, spook, crawl, crawling, creeping, sneak, mouse, pussyfoot, fawn, cringe, cower, grovel"
slow,"decelerate, slow, slow down, slow up, retard, slack, slacken, dense, dim, dull, dumb, obtuse, boring, deadening, ho-hum, irksome, tedious, tiresome, wearisome, sluggish, slowly, easy, tardily, behind"
magazines,"magazine, mag, magazine publisher, cartridge, powder store, powder magazine, cartridge holder, cartridge clip, clip"
purchased,"buy, purchase"
families,"family, household, house, home, menage, family unit, class, category, family line, folk, kinfolk, kinsfolk, sept, phratry, kin, kinsperson, syndicate, crime syndicate, mob, fellowship"
years,"old age, years, age, eld, geezerhood, long time, days, year, twelvemonth, yr, class"
exactly,"precisely, exactly, just, on the nose, on the dot, on the button, incisively"
friendly,"friendly, favorable, well-disposed"
willing,"volition, willing, will, bequeath, leave, uncoerced, unforced"
holidays,"vacation, holiday"
visited,"visit, see, travel to, call in, call, inspect, inflict, bring down, impose, chew the fat, shoot the breeze, chat, confabulate, confab, chitchat, chit-chat, chatter, chaffer, natter, gossip, jaw, claver"
provided,"supply, provide, render, furnish, ply, cater, put up, offer, leave, allow for, allow, bring home the bacon"
supporter,"supporter, protagonist, champion, admirer, booster, friend, patron, sponsor, assistant, helper, help, garter, athletic supporter, suspensor, jockstrap, jock"
brainwash,brainwash
happy,"happy, felicitous, glad, well-chosen"
race,"race, subspecies, slipstream, airstream, backwash, wash, raceway, rush, hotfoot, hasten, hie, speed, pelt along, rush along, cannonball along, bucket along, belt along, step on it, run"
save,"save, salvage, salve, relieve, preserve, carry through, pull through, bring through, lay aside, save up, make unnecessary, deliver, redeem, spare, economize, economise, keep open, hold open, keep, write"
souls,"soul, psyche, person, individual, someone, somebody, mortal, soulfulness"
poor,"poor people, poor, hapless, miserable, misfortunate, pathetic, piteous, pitiable, pitiful, wretched, inadequate, short"
godless,"godless, irreverent"
bless,"bless, sign, consecrate, hallow, sanctify"
remembered,"remember, retrieve, recall, call back, call up, recollect, think, think of, think back, commend, commemorate"
soul,"soul, psyche, person, individual, someone, somebody, mortal, soulfulness"
clasps,"clasp, clench, clutch, clutches, grasp, grip, hold, brooch, buckle"
rusted,"corrode, rust, eat, rusted"
undid,"undo, unmake, untie, loosen, unwrap"
carefully,"carefully, cautiously"
color,"color, colour, coloring, colouring, vividness, coloration, colouration, people of color, people of colour, semblance, gloss, coloring material, colouring material, colorize, colorise, colourise, colourize, color in, colour in, tinge, distort, emblazon, discolor, discolour"
rotten,"icky, crappy, lousy, rotten, shitty, stinking, stinky, decayed, rotted"
dress,"dress, frock, attire, garb, apparel, wearing apparel, clothes, get dressed, clothe, enclothe, raiment, tog, garment, habilitate, fit out, dress up, preen, primp, plume, dress out, line up, trim, garnish, decorate, snip, clip, crop, lop, prune, cut back, groom, curry, arrange, set, do, coif, coiffe, coiffure, full-dress"
shapeless,"amorphous, formless, shapeless"
answered,"answer, reply, respond, resolve, suffice, do, serve"
think,"think, believe, consider, conceive, opine, suppose, imagine, reckon, guess, cogitate, cerebrate, remember, retrieve, recall, call back, call up, recollect, intend, mean"
wearing,"erosion, eroding, eating away, wearing, wearing away, wear, have on, bear, wear off, wear out, wear down, wear thin, hold out, endure, break, bust, fall apart, tire, wear upon, tire out, weary, jade, outwear, fag out, fag, fatigue, put on, get into, don, assume, exhausting, tiring, wearying"
party,"party, political party, company"
telegram,"telegram, wire"
use,"use, usage, utilization, utilisation, employment, exercise, function, purpose, role, consumption, economic consumption, usance, use of goods and services, habit, manipulation, enjoyment, utilize, utilise, apply, employ, habituate, expend, practice"
evidence,"evidence, grounds, attest, certify, manifest, demonstrate, testify, bear witness, prove, show, tell"
blushing,"blush, crimson, flush, redden, blushful, blushing, red-faced"
faded,"fade, melt, wither, evanesce, blow over, pass off, fleet, pass, languish, bleached, faded, washed-out, washy, attenuate, attenuated, weakened"
mentioned,"mention, advert, bring up, cite, name, refer, note, observe, remark"
budge,"Budge, Don Budge, John Donald Budge, stir, shift, budge, agitate"
hundreds,"hundred, 100, C, century, one C"
teach,"Teach, Edward Teach, Thatch, Edward Thatch, Blackbeard, teach, learn, instruct"
seamstress,"dressmaker, modiste, needlewoman, seamstress, sempstress"
subscriptions,subscription
