Word,Synonyms
toothache,"toothache, odontalgia"
know,"know, cognize, cognise, experience, live, acknowledge, recognize, recognise, sleep together, roll in the hay, love, make out, make love, sleep with, get laid, have sex, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, bed, have a go at it, bang, get it on, bonk"
baby,"baby, babe, infant, child, sister, pamper, featherbed, cosset, cocker, coddle, mollycoddle, spoil, indulge"
accident,"accident, stroke, fortuity, chance event"
car,"car, auto, automobile, machine, motorcar, railcar, railway car, railroad car, gondola, elevator car, cable car"
mainly,"chiefly, principally, primarily, mainly, in the main"
died,"die, decease, perish, go, exit, pass away, expire, pass, kick the bucket, cash in one's chips, buy the farm, conk, give-up the ghost, drop dead, pop off, choke, croak, snuff it, fail, go bad, give way, give out, conk out, break, break down, die out, pall, become flat"
middle,"center, centre, middle, heart, eye, midriff, midsection, in-between, mediate, halfway, midway"
yes,yes
serb,"Serbian, Serb"
guests,"guest, invitee, Guest, Edgar Guest, Edgar Albert Guest, node, client"
things,"things, thing, matter, affair"
picking,"picking, pick, pluck, cull, blame, find fault, clean, foot, plunk, break up, peck, beak, nibble, piece"
knock,"knock, knocking, roast, bash, bang, smash, belt, rap, whack, whang, strike hard, bump, tap, pink, ping, criticize, criticise, pick apart"
ago,"ago, agone"
sixth,"sixth, one-sixth, 6th"
blanket,"blanket, cover, mantle, across-the-board, all-embracing, all-encompassing, all-inclusive, broad, encompassing, extensive, panoptic, wide"
curl,"coil, whorl, roll, curl, curlicue, ringlet, gyre, scroll, Curl, Robert Curl, Robert F. Curl, Robert Floyd Curl Jr., lock, curve, kink, curl up, draw in, loop, wave"
turned,"turn, change state, become, change by reversal, reverse, move around, grow, release, turn over, plow, plough, twist, sprain, wrench, wrick, rick, flex, bend, deform, call on, sour, ferment, work, turned, off"
sleep,"sleep, slumber, sopor, nap, rest, eternal rest, eternal sleep, quietus, kip, log Z's, catch some Z's"
rainbows,rainbow
upset,"disturbance, perturbation, upset, derangement, overthrow, disorder, swage, overturn, turnover, discompose, untune, disconcert, discomfit, disturb, trouble, tip over, turn over, knock over, bowl over, tump over, disquieted, distressed, disturbed, worried, broken, confused, disordered, overturned, upturned"
neighbors,"neighbor, neighbour"
allowed,"let, allow, permit, countenance, grant, appropriate, earmark, set aside, reserve, leave, allow for, provide, take into account, admit, give up, tolerate"
associate,"associate, companion, comrade, fellow, familiar, associate degree, tie in, relate, link, colligate, link up, connect, consort, affiliate, assort, consociate"
anymore,"anymore, any longer"
dates,"date, day of the month, escort, appointment, engagement, particular date, date stamp, go steady, go out, see"
change,"change, alteration, modification, variety, alter, modify, vary, switch, shift, exchange, commute, convert, interchange, transfer, deepen"
butterflies,"butterfly, butterfly stroke, chat up, flirt, dally, coquet, coquette, romance, philander, mash"
galaxy,"galaxy, galax, wandflower, beetleweed, coltsfoot, Galax urceolata, extragalactic nebula"
far,"Army for the Liberation of Rwanda, ALIR, Former Armed Forces, FAR, Interahamwe, far"
away,"away, outside, off, forth, out, aside, by"
chopping,"chop, chop up, hack"
city,"city, metropolis, urban center"
grew,"turn, grow, mature, maturate, originate, arise, rise, develop, uprise, spring up, raise, farm, produce, get, acquire"
rid,"rid, free, disembarrass"
republics,"democracy, republic, commonwealth"
terrified,"terrify, terrorize, terrorise, panicky, panicked, panic-stricken, panic-struck, terrified, frightened"
today,"today, nowadays, now"
evening,"evening, eve, even, eventide, flush, level, even out"
dance,"dance, dancing, terpsichore, saltation, trip the light fantastic, trip the light fantastic toe"
partner,"spouse, partner, married person, mate, better half, collaborator, cooperator, pardner"
bridge,"bridge, span, bridge circuit, bridgework, nosepiece, bridge deck, bridge over"
buys,"bargain, buy, steal, purchase, bribe, corrupt, grease one's palms"
ice,"ice, water ice, sparkler, frosting, icing, frappe, methamphetamine, methamphetamine hydrochloride, Methedrine, meth, deoxyephedrine, chalk, chicken feed, crank, glass, shabu, trash, internal-combustion engine, ICE, ice rink, ice-skating rink, frost"
cream,"cream, pick, ointment, emollient, bat, clobber, drub, thrash, lick, skim, skim off, cream off"
incident,"incident, incidental"
walk,"walk, walking, base on balls, pass, manner of walking, walkway, paseo, walk of life, take the air"
time,"time, clip, clock time, fourth dimension, meter, metre, prison term, sentence, clock"
year,"year, twelvemonth, yr, class"
studio,"studio, studio apartment"
unlike,"unlike, dissimilar, different"
bus,"bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle, bus topology, busbar, jalopy, heap"
beautiful,beautiful
eat,"eat, feed, eat on, consume, eat up, use up, deplete, exhaust, run through, wipe out, corrode, rust"
cake,"cake, bar, patty, coat"
leader,"leader, drawing card, loss leader"
hour,"hour, hr, 60 minutes, time of day, minute"
lot,"batch, deal, flock, good deal, great deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, plenty, pot, quite a little, raft, sight, slew, spate, stack, tidy sum, wad, set, circle, band, fortune, destiny, fate, luck, circumstances, portion, draw, bunch, caboodle, Lot, distribute, administer, mete out, parcel out, dispense, shell out, deal out, dish out, allot, dole out"
sighed,"sigh, suspire"
accidentally,"by chance, accidentally, circumstantially, unexpectedly, incidentally, unintentionally"
sandwiches,sandwich
crying,"crying, weeping, tears, cry, outcry, call, yell, shout, vociferation, war cry, rallying cry, battle cry, watchword, shout out, scream, holler, hollo, squall, weep, exclaim, cry out, call out, blazon out, clamant, exigent, insistent, instant, egregious, flagrant, glaring, gross, rank"
stricken,"afflicted, stricken, smitten, struck, laid low"
absolutely,"absolutely, perfectly, utterly, dead"
sob,"shortness of breath, SOB, breathlessness, asshole, bastard, cocksucker, dickhead, shit, mother fucker, motherfucker, prick, whoreson, son of a bitch, sob, sobbing"
paprika,"sweet pepper, bell pepper, pimento, pimiento, paprika, sweet pepper plant, Capsicum annuum grossum"
added,"add, append, supply, lend, impart, bestow, contribute, bring, add together, total, tot, tot up, sum, sum up, summate, tote up, tally, add up"
giggle,"giggle, titter"
continued,"continue, go on, proceed, go along, keep, carry on, uphold, bear on, preserve, go forward, retain, keep on, persist in, stay, stay on, remain, cover, extend, continued"
fake,"fake, sham, postiche, imposter, impostor, pretender, faker, fraud, shammer, pseudo, pseud, role player, juke, forge, counterfeit, fudge, manipulate, falsify, cook, wangle, misrepresent, talk through one's hat, bullshit, bull, bogus, phony, phoney, bastard, false, faux, imitation, simulated"
study,"survey, study, work, report, written report, discipline, subject, subject area, subject field, field, field of study, bailiwick, sketch, cogitation, analyze, analyse, examine, canvass, canvas, consider, learn, read, take, hit the books, meditate, contemplate"
hundreds,"hundred, 100, C, century, one C"
orange,"orange, orangeness, orange tree, Orange, Orange River, orangish"
stuff,"material, stuff, clobber, stuff and nonsense, hooey, poppycock, thrust, shove, squeeze, lug, choke up, block, gorge, ingurgitate, overindulge, glut, englut, engorge, overgorge, overeat, gormandize, gormandise, gourmandize, binge, pig out, satiate, scarf out, farce"
little,"little, small, slight, fiddling, footling, lilliputian, niggling, piddling, piffling, petty, picayune, trivial, short, minuscule"
tiny,"bantam, diminutive, lilliputian, midget, petite, tiny, flyspeck"
sesame,"sesame, benne, benni, benny, Sesamum indicum"
seeds,"seed, seeded player, source, germ, semen, seminal fluid, ejaculate, cum, come, sow"
found,"found, establish, set up, launch, plant, constitute, institute, base, ground, find, happen, chance, bump, encounter, detect, observe, discover, notice, regain, determine, find out, ascertain, feel, witness, see, line up, get hold, come up, rule, receive, get, obtain, incur, recover, retrieve, find oneself"
control,"control, control condition, dominance, ascendance, ascendence, ascendancy, ascendency, restraint, command, mastery, controller, hold in, hold, contain, check, curb, moderate, operate, manipulate, keep in line, verify, see, insure, see to it, ensure, ascertain, assure, master"
beetles,"beetle, mallet, overhang"
fridge,"electric refrigerator, fridge"
swimming,"swimming, swim, float, drown, liquid, naiant"
tomatoes,"tomato, love apple, tomato plant, Lycopersicon esculentum"
bacon,"bacon, Bacon, Roger Bacon, Francis Bacon, Sir Francis Bacon, Baron Verulam, 1st Baron Verulam, Viscount St. Albans"
strange,"strange, unusual, unknown, foreign"
cheeses,"cheese, tall mallow, high mallow, cheeseflower, Malva sylvestris"
tasted,"taste, savor, savour, sample, try, try out, smack"
bowls,"lawn bowling, bowls, bowl, trough, bowlful, stadium, arena, sports stadium, bowling ball, pipe bowl, roll"
removed,"remove, take, take away, withdraw, get rid of, take out, move out, transfer, absent, murder, slay, hit, dispatch, bump off, off, polish off, removed, distant, remote"
reddish,"red, reddish, ruddy, blood-red, carmine, cerise, cherry, cherry-red, crimson, ruby, ruby-red, scarlet"
yelling,"yelling, shouting, shout, shout out, cry, call, yell, scream, holler, hollo, squall"
favorite,"favorite, favourite, darling, pet, dearie, deary, ducky, front-runner, favored, best-loved, preferred, preferent"
eaten,"eat, feed, eat on, consume, eat up, use up, deplete, exhaust, run through, wipe out, corrode, rust"
arriving,"arrive, get, come, make it, get in, go far"
laughing,"laugh, express joy, express mirth, laughing, riant"
smiled,smile
yeah,"yea, yeah"
cup,"cup, cupful, loving cup, transfuse"
tea,"tea, afternoon tea, teatime, Camellia sinensis, tea leaf"
chatting,"chew the fat, shoot the breeze, chat, confabulate, confab, chitchat, chit-chat, chatter, chaffer, natter, gossip, jaw, claver, visit"
worked,"work, do work, act, function, operate, go, run, work on, process, exercise, work out, make, bring, play, wreak, make for, put to work, cultivate, crop, influence, act upon, shape, form, mold, mould, forge, knead, exploit, solve, figure out, puzzle out, lick, ferment, sour, turn"
mopped,"wipe up, mop up, mop, pout, mow"
seated,"seat, sit, sit down, induct, invest, seated, sitting"
table,"table, tabular array, mesa, board, postpone, prorogue, hold over, put over, shelve, set back, defer, remit, put off, tabularize, tabularise, tabulate"
stairs,"stairs, steps, step, stair"
bit,"spot, bit, chip, flake, fleck, scrap, moment, mo, minute, second, piece, morsel, bite, snatch, act, routine, number, turn, seize with teeth, sting, burn, prick"
warier,"wary, leery, mistrustful, suspicious, untrusting"
patted,"chuck, pat, dab"
kindly,"charitable, benevolent, kindly, sympathetic, good-hearted, openhearted, large-hearted"
jumped,"jump, leap, bound, spring, startle, start, leap out, jump out, stand out, stick out, rise, climb up, jump off, derail, chute, parachute, jumpstart, jump-start, pass over, skip, skip over, alternate"
chair,"chair, professorship, president, chairman, chairwoman, chairperson, electric chair, death chair, hot seat, moderate, lead"
fast,"fast, fasting, debauched, degenerate, degraded, dissipated, dissolute, libertine, profligate, riotous, flying, quick, firm, immobile, loyal, truehearted, tight"
knocked,"knock, strike hard, bump, tap, rap, pink, ping, criticize, criticise, pick apart"
glass,"glass, drinking glass, glassful, field glass, spyglass, methamphetamine, methamphetamine hydrochloride, Methedrine, meth, deoxyephedrine, chalk, chicken feed, crank, ice, shabu, trash, looking glass, glaze, glass in, glass over, glaze over"
guffawed,"guffaw, laugh loudly"
arm,"arm, branch, limb, weapon, weapon system, subdivision, sleeve, build up, fortify, gird"
stew,"fret, stew, sweat, lather, swither, grizzle, brood, grudge"
seat,"seat, place, buttocks, nates, arse, butt, backside, bum, buns, can, fundament, hindquarters, hind end, keister, posterior, prat, rear, rear end, rump, stern, tail, tail end, tooshie, tush, bottom, behind, derriere, fanny, ass, sit, sit down, induct, invest"
hug,"hug, clinch, squeeze, embrace, bosom"
gross,"gross, 144, revenue, receipts, porcine, megascopic, arrant, complete, consummate, double-dyed, everlasting, perfect, pure, sodding, stark, staring, thoroughgoing, utter, unadulterated, crude, earthy, vulgar, crying, egregious, flagrant, glaring, rank"
heated,"heat, heat up, inflame, stir up, wake, ignite, fire up, hot up, heated, heated up, het, het up"
best,"best, topper, Best, C. H. Best, Charles Herbert Best, outdo, outflank, trump, scoop, better, good, full, estimable, honorable, respectable, beneficial, just, upright, adept, expert, practiced, proficient, skillful, skilful, dear, near, dependable, safe, secure, right, ripe, well, effective, in effect, in force, serious, sound, salutary, honest, undecomposed, unspoiled, unspoilt, easily, considerably, substantially, intimately, advantageously, comfortably"
pounds,"pound, lb, British pound, British pound sterling, pound sterling, quid, Syrian pound, Sudanese pound, Lebanese pound, Irish pound, Irish punt, punt, Egyptian pound, Cypriot pound, lbf., Pound, Ezra Pound, Ezra Loomis Pound, pound sign, dog pound, hammer, hammering, pounding, thump, poke, ram, ram down, lumber, beat, pound off, pound up, impound"
bugs,"bug, glitch, hemipterous insect, hemipteran, hemipteron, microbe, germ, tease, badger, pester, beleaguer, wiretap, tap, intercept"
serving,"helping, portion, serving, service, service of process, serve, function, help, serve up, dish out, dish up, dish, serve well, do, attend to, wait on, attend, assist, process, swear out, suffice, answer"
ladlefuls,
translated,"translate, interpret, render, transform, understand, read"
gave,"give, yield, afford, pay, hold, throw, have, make, gift, present, devote, render, return, generate, impart, leave, pass on, establish, sacrifice, pass, hand, reach, turn over, dedicate, consecrate, commit, apply, grant, move over, give way, ease up, feed, contribute, chip in, kick in, collapse, fall in, cave in, break, founder, open"
cone,"cone, conoid, cone shape, strobilus, strobile, cone cell, retinal cone"
pine,"pine, pine tree, true pine, ache, yearn, yen, languish"
awful,"atrocious, abominable, awful, dreadful, painful, terrible, unspeakable, dire, direful, dread, dreaded, fearful, fearsome, frightening, horrendous, horrific, nasty, awed, frightful, tremendous, amazing, awe-inspiring, awesome, awing, terribly, awfully, frightfully"
sound,"sound, auditory sensation, audio, phone, speech sound, strait, go, voice, vocalize, vocalise, fathom, healthy, intelligent, levelheaded, level-headed, good, reasoned, well-grounded, legal, effectual, heavy, profound, wakeless"
thinking,"thinking, thought, thought process, cerebration, intellection, mentation, think, believe, consider, conceive, opine, suppose, imagine, reckon, guess, cogitate, cerebrate, remember, retrieve, recall, call back, call up, recollect, intend, mean, intelligent, reasoning"
help,"aid, assist, assistance, help, assistant, helper, supporter, avail, service, facilitate, help oneself, serve"
arrived,"arrive, get, come, make it, get in, go far"
cutting,"film editing, cutting, slip, cut, clipping, newspaper clipping, press clipping, press cutting, carving, thinning, cutting off, reduce, cut down, cut back, trim, trim down, trim back, bring down, swerve, sheer, curve, trend, veer, slue, slew, tailor, write out, issue, make out, edit, edit out, skip, hack, burn, switch off, turn off, turn out, ignore, disregard, snub, prune, rationalize, rationalise, cut off, abridge, foreshorten, abbreviate, shorten, contract, dilute, thin, thin out, geld, edged, stinging, bleak, raw, keen, knifelike, piercing, stabbing, lancinate, lancinating"
dishes,"dish, dishful, smasher, stunner, knockout, beauty, ravisher, sweetheart, peach, lulu, looker, mantrap, dish aerial, dish antenna, saucer, cup of tea, bag, serve, serve up, dish out, dish up"
eating,"eating, feeding, eat, feed, eat on, consume, eat up, use up, deplete, exhaust, run through, wipe out, corrode, rust"
actually,"actually, really, in reality"
percent,"percentage, percent, per centum, pct"
reduced,"reduce, cut down, cut back, trim, trim down, trim back, cut, bring down, come down, boil down, shrink, scale down, deoxidize, deoxidise, tighten, repress, quash, keep down, subdue, subjugate, abridge, foreshorten, abbreviate, shorten, contract, decoct, concentrate, dilute, thin, thin out, melt off, lose weight, slim, slenderize, slim down, decreased, reduced, rock-bottom"
fat,"fat, adipose tissue, fatty tissue, fatness, blubber, avoirdupois, fatten, flesh out, fill out, plump, plump out, fatten out, fatten up, fatty, juicy, fertile, productive, rich"
milk,"milk, Milk, Milk River"
find,"discovery, breakthrough, find, uncovering, happen, chance, bump, encounter, detect, observe, discover, notice, regain, determine, find out, ascertain, feel, witness, see, line up, get hold, come up, rule, receive, get, obtain, incur, recover, retrieve, find oneself"
need,"need, demand, want, motivation, motive, indigence, penury, pauperism, pauperization, necessitate, ask, postulate, require, take, involve, call for"
fill,"fill, filling, fill up, make full, occupy, take, meet, satisfy, fulfill, fulfil, satiate, sate, replete"
refrigerated,"refrigerate, refrigerated"
blueberry,"blueberry, blueberry bush"
raspberry,"raspberry, raspberry bush, boo, hoot, Bronx cheer, hiss, razzing, razz, snort, bird"
apricot,"apricot, apricot tree, yellowish pink, peach, salmon pink"
boxes,"box, loge, boxful, corner, boxwood, box seat, package"
gamely,gamely
search,"search, hunt, hunting, lookup, seek, look for, look, research, explore"
helped,"help, assist, aid, facilitate, help oneself, serve, avail"
offend,"pique, offend, transgress, infract, violate, go against, breach, break, shock, scandalize, scandalise, appal, appall, outrage, hurt, wound, injure, bruise, spite"
candy,"candy, confect, sugarcoat, glaze"
smelled,"smell, smack, reek, smell out, sense"
month,"calendar month, month"
skim,"skim, skimming, plane, skim over, scan, rake, glance over, run down, skip, skitter, skim off, cream off, cream, skimmed"
spent,"spend, pass, expend, drop, exhausted, spent, dog-tired, fagged, fatigued, played out, washed-out, worn-out, worn out"
jam,"jam, fix, hole, mess, muddle, pickle, kettle of fish, crush, press, jamming, electronic jamming, throng, mob, pack, pile, block, jampack, ram, chock up, cram, wad, obstruct, obturate, impede, occlude, close up"
italian,Italian
luckily,"fortunately, fortuitously, luckily, as luck would have it"
liked,"wish, care, like, liked"
peppers,"pepper, common pepper, black pepper, white pepper, Madagascar pepper, Piper nigrum, capsicum, capsicum pepper plant, peppercorn, pelt"
switched,"switch over, switch, exchange, trade, swap, swop, shift, change, change over, throw, flip, interchange, tack, alternate, flip-flop"
plates,"home plate, home base, home, plate, plateful, crustal plate, photographic plate, collection plate, scale, shell, denture, dental plate, plat, plot"
loaf,"loaf of bread, loaf, bum, bum around, bum about, arse around, arse about, fuck off, frig around, waste one's time, lounge around, loll, loll around, lounge about, loiter, lounge, footle, lollygag, lallygag, hang around, mess about, tarry, linger, lurk, mill about, mill around"
small,"small, little, minor, modest, small-scale, pocket-size, pocket-sized, humble, low, lowly, minuscule, belittled, diminished"
rolls,"axial rotation, axial motion, roll, roster, roller, rolling wave, coil, whorl, curl, curlicue, ringlet, gyre, scroll, bankroll, bun, peal, pealing, rolling, paradiddle, drum roll, cast, bowl, turn over, wheel, undulate, roll out, wind, wrap, twine, hustle, pluck, flap, wave, wander, swan, stray, tramp, roam, ramble, rove, range, drift, vagabond, revolve, seethe, roll up"
round,"round, unit of ammunition, one shot, cycle, rhythm, beat, round of golf, daily round, turn, bout, round of drinks, troll, rung, stave, circle, round out, round off, labialize, labialise, attack, assail, lash out, snipe, assault, polish, polish up, brush up, round down, flesh out, fill out, circular, orotund, rotund, pear-shaped, around"
traditional,traditional
different,"different, unlike, dissimilar"
current,"current, electric current, stream, flow"
types,"type, character, eccentric, case, typewrite, typecast"
fiber,"fiber, fibre, roughage, character, vulcanized fiber"
taste,"taste, taste sensation, gustatory sensation, taste perception, gustatory perception, preference, penchant, predilection, appreciation, discernment, perceptiveness, mouthful, gustation, sense of taste, gustatory modality, tasting, savor, savour, sample, try, try out, smack"
practically,"practically, much"
nutty,"nutty, nutlike, balmy, barmy, bats, batty, bonkers, buggy, cracked, crackers, daft, dotty, fruity, haywire, kooky, kookie, loco, loony, loopy, nuts, round the bend, around the bend, wacky, whacky"
turning,"turn, turning, change state, become, change by reversal, reverse, move around, grow, release, turn over, plow, plough, twist, sprain, wrench, wrick, rick, flex, bend, deform, call on, sour, ferment, work"
amusing,"amuse, divert, disport, amusing, amusive, diverting, comic, comical, funny, laughable, mirthful, risible"
drank,"drink, imbibe, booze, fuddle, toast, pledge, salute, wassail, drink in, tope"
semmeln,
downtime,downtime
build,"physique, build, body-build, habitus, human body, physical body, material body, soma, figure, anatomy, shape, bod, chassis, frame, form, flesh, construct, make, build up, work up, progress, establish, ramp up"
telling,"relation, telling, recounting, apprisal, notification, tattle, singing, state, say, tell, narrate, recount, recite, order, enjoin, assure, evidence, distinguish, separate, differentiate, secern, secernate, severalize, severalise, tell apart, revealing, telltale, cogent, weighty, impressive"
overheard,"catch, take in, overhear"
chatted,"chew the fat, shoot the breeze, chat, confabulate, confab, chitchat, chit-chat, chatter, chaffer, natter, gossip, jaw, claver, visit"
increased,"increase, increased"
believed,"believe, think, consider, conceive, trust"
firmly,"firm, firmly, steadfastly, unwaveringly, securely, hard"
twice,"twice, doubly, double"
danced,"dance, trip the light fantastic, trip the light fantastic toe"
games,"game, plot, secret plan, biz, bet on, back, gage, stake, punt"
playing,"playing, acting, playacting, performing, play, act, represent, spiel, act as, recreate, toy, run, fiddle, diddle, dally, trifle, flirt, roleplay, playact, bring, work, wreak, make for, bet, wager, meet, encounter, take on"
spend,"spend, pass, expend, drop"
afternoons,"afternoon, good afternoon"
counter,"counter, tabulator, buffet, sideboard, rejoinder, retort, return, riposte, replication, comeback, heel counter, counterpunch, parry, anticipate, foresee, forestall, antagonistic"
ripen,"ripen, mature"
let,"Lashkar-e-Taiba, Lashkar-e-Toiba, Lashkar-e-Tayyiba, LET, Army of the Pure, Army of the Righteous, let, net ball, allow, permit, countenance, get, have, lease, rent"
ready,"ready, cook, fix, make, prepare, set up, gear up, set, quick"
sweet,"Sweet, Henry Sweet, dessert, sweet, afters, confection, sweetness, sugariness, angelic, angelical, cherubic, seraphic, dulcet, honeyed, mellifluous, mellisonant, gratifying, odoriferous, odorous, perfumed, scented, sweet-scented, sweet-smelling, fresh, unfermented, sugared, sweetened, sweet-flavored, sweetly"
juicy,"juicy, luscious, red-hot, toothsome, voluptuous, fat, blue, gamy, gamey, naughty, racy, risque, spicy"
board,"board, plank, table, display panel, display board, dining table, control panel, instrument panel, control board, panel, circuit board, circuit card, card, plug-in, add-in, gameboard, get on, room"
weeks,"week, hebdomad, workweek, calendar week"
single,"single, bingle, one, 1, I, ace, unity, individual, unmarried, undivided, exclusive"
shopping,"shopping, shop, patronize, patronise, shop at, buy at, frequent, sponsor, browse, denounce, tell on, betray, give away, rat, grass, shit, snitch, stag"
grocery,"grocery store, grocery, food market, market, foodstuff"
sixteen,"sixteen, 16, XVI, xvi"
local,"local, local anesthetic, local anaesthetic, topical anesthetic, topical anaesthetic"
calls,"call, phone call, telephone call, Call, cry, outcry, yell, shout, vociferation, claim, birdcall, birdsong, song, margin call, call option, name, telephone, call up, phone, ring, shout out, scream, holler, hollo, squall, send for, visit, call in, address, bid, call off, predict, foretell, prognosticate, forebode, anticipate, promise"
minute,"minute, min, moment, mo, second, bit, instant, arcminute, minute of arc, hour, infinitesimal, narrow"
mornings,"morning, morn, morning time, forenoon, good morning, dawn, dawning, aurora, first light, daybreak, break of day, break of the day, dayspring, sunrise, sunup, cockcrow"
routine,"routine, modus operandi, act, number, turn, bit, subroutine, subprogram, procedure, function, everyday, mundane, quotidian, unremarkable, workaday"
plug,"plug, stopper, stopple, chew, chaw, cud, quid, wad, ballyhoo, hoopla, hype, spark plug, sparking plug, male plug, fireplug, fire hydrant, hack, jade, nag, stop up, secure, plug away, punch"
humming,"hum, humming, buzz, seethe, thrum"
boiling,"boiling, stewing, simmering, boil, churn, moil, roil, seethe"
fountain,"fountain, spring, outflow, outpouring, natural spring, jet, fount"
errands,errand
run,"run, tally, test, trial, footrace, foot race, streak, running, running play, running game, rivulet, rill, runnel, streamlet, political campaign, campaign, ladder, ravel, discharge, outpouring, scat, scarper, turn tail, lam, run away, hightail it, bunk, head for the hills, take to the woods, escape, fly the coop, break away, go, pass, lead, extend, operate, flow, feed, course, function, work, range, play, tend, be given, lean, incline, prevail, persist, die hard, endure, execute, carry, guide, draw, black market, bleed, run for, consort, ply, hunt, hunt down, track down, race, move, melt, melt down, unravel"
bread,"bread, breadstuff, staff of life, boodle, cabbage, clams, dinero, dough, gelt, kale, lettuce, lolly, lucre, loot, moolah, pelf, scratch, shekels, simoleons, sugar, wampum"
nearby,nearby
thirteen,"thirteen, 13, XIII, baker's dozen, long dozen, xiii"
asked,"ask, inquire, enquire, require, expect, necessitate, postulate, need, take, involve, call for, demand"
pepperoni,pepperoni
disappointed,"disappoint, let down, defeated, disappointed, discomfited, foiled, frustrated, thwarted"
discover,"detect, observe, find, discover, notice, learn, hear, get word, get wind, pick up, find out, get a line, see, fall upon, strike, come upon, light upon, chance upon, come across, chance on, happen upon, attain, unwrap, disclose, let on, bring out, reveal, expose, divulge, break, give away, let out, identify, key, key out, distinguish, describe, name"
special,"special, particular, peculiar, especial, exceptional, limited, extra"
rarely,"rarely, seldom"
lapsed,"sink, pass, lapse, backslide, relapse, recidivate, regress, retrogress, fall back, elapse, slip by, glide by, slip away, go by, slide by, go along, lapsed, nonchurchgoing"
means,"means, agency, way, substance, mean, mean value, intend, entail, imply, signify, stand for, think, think of, have in mind"
event,"event, case, consequence, effect, outcome, result, issue, upshot"
work,"work, piece of work, employment, study, workplace, oeuvre, body of work, do work, act, function, operate, go, run, work on, process, exercise, work out, make, bring, play, wreak, make for, put to work, cultivate, crop, influence, act upon, shape, form, mold, mould, forge, knead, exploit, solve, figure out, puzzle out, lick, ferment, sour, turn"
poured,"pour, swarm, stream, teem, pullulate, decant, pour out, pelt, rain cats and dogs, rain buckets"
given,"given, presumption, precondition, give, yield, afford, pay, hold, throw, have, make, gift, present, devote, render, return, generate, impart, leave, pass on, establish, sacrifice, pass, hand, reach, turn over, dedicate, consecrate, commit, apply, grant, move over, give way, ease up, feed, contribute, chip in, kick in, collapse, fall in, cave in, break, founder, open, granted, apt, disposed, minded, tending"
kettle,"kettle, boiler, kettleful, kettle hole, kettledrum, tympanum, tympani, timpani"
electric,"electric, electric automobile, electric car, electrical, galvanic, galvanizing, galvanising"
toast,"toast, goner, pledge, crispen, crisp, drink, salute, wassail"
imagined,"imagine, conceive of, ideate, envisage, think, opine, suppose, reckon, guess"
basically,"basically, fundamentally, essentially"
threw,"throw, shed, cast, cast off, shake off, throw off, throw away, drop, thrust, give, flip, switch, project, contrive, bewilder, bemuse, discombobulate, hurl, hold, have, make, confuse, fox, befuddle, fuddle, bedevil, confound"
pegs,"peg, nog, pin, stick, wooden leg, leg, pegleg, thole, tholepin, rowlock, oarlock, nail down, nail, peg down"
evenings,"evening, eve, even, eventide, flush, level, even out"
alternate,"surrogate, alternate, replacement, jump, understudy, interchange, tack, switch, flip, flip-flop, take turns, alternative, substitute, alternating"
having,"have, have got, hold, feature, experience, receive, get, own, possess, let, consume, ingest, take in, take, throw, make, give, induce, stimulate, cause, accept, suffer, sustain, give birth, deliver, bear, birth"
bigger,"bigger, larger, large, big, bad, prominent, heavy, boastful, braggart, bragging, braggy, cock-a-hoop, crowing, self-aggrandizing, self-aggrandising, swelled, vainglorious, adult, full-grown, fully grown, grown, grownup, magnanimous, bighearted, bounteous, bountiful, freehanded, handsome, giving, liberal, openhanded, enceinte, expectant, gravid, great, with child"
meal,"meal, repast"
living,"life, living, animation, aliveness, support, keep, livelihood, bread and butter, sustenance, populate, dwell, live, inhabit, survive, last, live on, go, endure, hold up, hold out, exist, subsist, be, know, experience, surviving"
colored,"colored person, colored, color, colorize, colorise, colourise, colourize, colour, color in, colour in, tinge, distort, emblazon, gloss, discolor, discolour, coloured, colorful, dark, dark-skinned, non-white, biased, one-sided, slanted, bleached, dyed"
person,"person, individual, someone, somebody, mortal, soul"
version,"version, variant, variation, edition, adaptation, translation, interlingual rendition, rendering, interpretation, reading"
olds,old
instead,"alternatively, instead, or else, rather"
called,"name, call, telephone, call up, phone, ring, shout, shout out, cry, yell, scream, holler, hollo, squall, send for, visit, call in, address, bid, call off, predict, foretell, prognosticate, forebode, anticipate, promise"
game,"game, plot, secret plan, biz, bet on, back, gage, stake, punt, crippled, halt, halting, lame, gimpy, gamy, gamey, gritty, mettlesome, spirited, spunky"
wine,"wine, vino, wine-colored, wine-coloured"
tavern,"tavern, tap house"
explained,"explain, explicate, excuse"
laughed,"laugh, express joy, express mirth"
insisted,"insist, take a firm stand, importune, assert"
deal,"deal, trade, business deal, bargain, batch, flock, good deal, great deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, plenty, pot, quite a little, raft, sight, slew, spate, stack, tidy sum, wad, softwood, hand, cover, treat, handle, plow, address, consider, take, look at, cope, get by, make out, make do, contend, grapple, manage, distribute, administer, mete out, parcel out, dispense, shell out, deal out, dish out, allot, dole out, sell, care, conduct, carry on, share, divvy up, portion out, apportion"
