chapter_number,chapter_title,tokens,pos,lemma,tag,dep,sentence,title,ent_word,ent_label
Chapter 2,the Birthday Dinner,Lone,PROPN,lone,NNP,compound,"
    After dinner, Mary Lou and I did the dishes and listened to The Lone Ranger on the radio[CE20].",,The Lone Ranger,PERSON
Chapter 2,the Birthday Dinner,Ranger,PROPN,ranger,NNP,pobj,"
    After dinner, Mary Lou and I did the dishes and listened to The Lone Ranger on the radio[CE20].",,The Lone Ranger,PERSON
Chapter 2,the Birthday Dinner,radio[CE20,NOUN,radio[ce20,NN,pobj,"
    After dinner, Mary Lou and I did the dishes and listened to The Lone Ranger on the radio[CE20].",,,
Chapter 2,the Birthday Dinner,program,NOUN,program,NN,nsubj,"
    When the program was over, Mary Lou shut it off.",,,
Chapter 2,the Birthday Dinner,Mary,PROPN,mary,NNP,compound,"
    When the program was over, Mary Lou shut it off.",,Mary Lou,PERSON
Chapter 2,the Birthday Dinner,Lou,PROPN,lou,NNP,nsubj,"
    When the program was over, Mary Lou shut it off.",,Mary Lou,PERSON
Chapter 2,the Birthday Dinner,shut,VERB,shut,VBD,ROOT,"
    When the program was over, Mary Lou shut it off.",,,
Chapter 2,the Birthday Dinner,Mom,NOUN,mom,NN,nsubj,"Mom might be unpredictable, but I could always count on Mary Lou.",,,
Chapter 2,the Birthday Dinner,unpredictable,ADJ,unpredictable,JJ,acomp,"Mom might be unpredictable, but I could always count on Mary Lou.",,,
Chapter 2,the Birthday Dinner,count,VERB,count,VB,conj,"Mom might be unpredictable, but I could always count on Mary Lou.",,,
Chapter 2,the Birthday Dinner,Mary,PROPN,mary,NNP,compound,"Mom might be unpredictable, but I could always count on Mary Lou.",,Mary Lou,PERSON
Chapter 2,the Birthday Dinner,Lou,PROPN,lou,NNP,pobj,"Mom might be unpredictable, but I could always count on Mary Lou.",,Mary Lou,PERSON
Chapter 2,the Birthday Dinner,argue,VERB,argue,VB,ccomp,"
    “We might argue sometimes,” said Mary Lou.",,,
Chapter 2,the Birthday Dinner,said,VERB,say,VBD,ROOT,"
    “We might argue sometimes,” said Mary Lou.",,,
Chapter 2,the Birthday Dinner,Mary,PROPN,mary,NNP,compound,"
    “We might argue sometimes,” said Mary Lou.",,Mary Lou,PERSON
Chapter 2,the Birthday Dinner,Lou,PROPN,lou,NNP,nsubj,"
    “We might argue sometimes,” said Mary Lou.",,Mary Lou,PERSON
Chapter 2,the Birthday Dinner,Mary,PROPN,mary,NNP,compound,"
    Mary Lou yawned.",,Mary Lou,PERSON
Chapter 2,the Birthday Dinner,Lou,PROPN,lou,NNP,nsubj,"
    Mary Lou yawned.",,Mary Lou,PERSON
Chapter 2,the Birthday Dinner,yawned,VERB,yawn,VBD,ROOT,"
    Mary Lou yawned.",,,
Chapter 2,the Birthday Dinner,Mary,PROPN,mary,NNP,compound,Mary Lou was right.,,Mary Lou,PERSON
Chapter 2,the Birthday Dinner,Lou,PROPN,lou,NNP,nsubj,Mary Lou was right.,,Mary Lou,PERSON
Chapter 2,the Birthday Dinner,right,ADJ,right,JJ,acomp,Mary Lou was right.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",time,NOUN,time,NN,pobj,We were almost done by the time Mom stumbled into the kitchen and Mary Lou handed her a cup of coffee.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",Mom,NOUN,mom,NN,nsubj,We were almost done by the time Mom stumbled into the kitchen and Mary Lou handed her a cup of coffee.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",stumbled,VERB,stumble,VBD,relcl,We were almost done by the time Mom stumbled into the kitchen and Mary Lou handed her a cup of coffee.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",kitchen,NOUN,kitchen,NN,pobj,We were almost done by the time Mom stumbled into the kitchen and Mary Lou handed her a cup of coffee.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",Mary,PROPN,mary,NNP,compound,We were almost done by the time Mom stumbled into the kitchen and Mary Lou handed her a cup of coffee.,,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",Lou,PROPN,lou,NNP,nsubj,We were almost done by the time Mom stumbled into the kitchen and Mary Lou handed her a cup of coffee.,,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",handed,VERB,hand,VBD,conj,We were almost done by the time Mom stumbled into the kitchen and Mary Lou handed her a cup of coffee.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",cup,NOUN,cup,NN,dobj,We were almost done by the time Mom stumbled into the kitchen and Mary Lou handed her a cup of coffee.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",coffee,NOUN,coffee,NN,pobj,We were almost done by the time Mom stumbled into the kitchen and Mary Lou handed her a cup of coffee.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",cake,NOUN,cake,NN,nsubj,"
    “The cake was so good, Mom,” Mary Lou said.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",good,ADJ,good,JJ,acomp,"
    “The cake was so good, Mom,” Mary Lou said.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",Mom,PROPN,mom,NNP,npadvmod,"
    “The cake was so good, Mom,” Mary Lou said.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",Mary,PROPN,mary,NNP,compound,"
    “The cake was so good, Mom,” Mary Lou said.",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",Lou,PROPN,lou,NNP,nsubj,"
    “The cake was so good, Mom,” Mary Lou said.",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",said,VERB,say,VBD,ROOT,"
    “The cake was so good, Mom,” Mary Lou said.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",Mary,PROPN,mary,NNP,compound,"
    You see, Mary Lou did the paper route because she was oldest, but my job was to burn our trash in a pit in the backyard.",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",Lou,PROPN,lou,NNP,nsubj,"
    You see, Mary Lou did the paper route because she was oldest, but my job was to burn our trash in a pit in the backyard.",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",paper,NOUN,paper,NN,compound,"
    You see, Mary Lou did the paper route because she was oldest, but my job was to burn our trash in a pit in the backyard.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",route,NOUN,route,NN,dobj,"
    You see, Mary Lou did the paper route because she was oldest, but my job was to burn our trash in a pit in the backyard.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",oldest,ADJ,old,JJS,acomp,"
    You see, Mary Lou did the paper route because she was oldest, but my job was to burn our trash in a pit in the backyard.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",job,NOUN,job,NN,nsubj,"
    You see, Mary Lou did the paper route because she was oldest, but my job was to burn our trash in a pit in the backyard.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",burn,VERB,burn,VB,xcomp,"
    You see, Mary Lou did the paper route because she was oldest, but my job was to burn our trash in a pit in the backyard.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",trash,NOUN,trash,NN,dobj,"
    You see, Mary Lou did the paper route because she was oldest, but my job was to burn our trash in a pit in the backyard.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",pit,NOUN,pit,NN,pobj,"
    You see, Mary Lou did the paper route because she was oldest, but my job was to burn our trash in a pit in the backyard.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",backyard,NOUN,backyard,NN,pobj,"
    You see, Mary Lou did the paper route because she was oldest, but my job was to burn our trash in a pit in the backyard.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",moment,NOUN,moment,NN,pobj,"For a moment, I thought about throwing it into the fire like Mary Lou had told me to, so I could see the flames jump again.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",thought,VERB,think,VBD,ROOT,"For a moment, I thought about throwing it into the fire like Mary Lou had told me to, so I could see the flames jump again.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",throwing,VERB,throw,VBG,pcomp,"For a moment, I thought about throwing it into the fire like Mary Lou had told me to, so I could see the flames jump again.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",fire,NOUN,fire,NN,pobj,"For a moment, I thought about throwing it into the fire like Mary Lou had told me to, so I could see the flames jump again.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",like,ADP,like,IN,mark,"For a moment, I thought about throwing it into the fire like Mary Lou had told me to, so I could see the flames jump again.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",Mary,PROPN,mary,NNP,compound,"For a moment, I thought about throwing it into the fire like Mary Lou had told me to, so I could see the flames jump again.",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",Lou,PROPN,lou,NNP,nsubj,"For a moment, I thought about throwing it into the fire like Mary Lou had told me to, so I could see the flames jump again.",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",told,VERB,tell,VBN,advcl,"For a moment, I thought about throwing it into the fire like Mary Lou had told me to, so I could see the flames jump again.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",flames,NOUN,flame,NNS,nsubj,"For a moment, I thought about throwing it into the fire like Mary Lou had told me to, so I could see the flames jump again.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",jump,VERB,jump,VB,ccomp,"For a moment, I thought about throwing it into the fire like Mary Lou had told me to, so I could see the flames jump again.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",Hurry,VERB,hurry,VB,advcl,"Hurry up,” called Mary Lou from the kitchen.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",called,VERB,call,VBN,ROOT,"Hurry up,” called Mary Lou from the kitchen.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",Mary,PROPN,mary,NNP,compound,"Hurry up,” called Mary Lou from the kitchen.",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",Lou,PROPN,lou,NNP,oprd,"Hurry up,” called Mary Lou from the kitchen.",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",kitchen,NOUN,kitchen,NN,pobj,"Hurry up,” called Mary Lou from the kitchen.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",said,VERB,say,VBD,ROOT,"
    “I’ll do it,” said Mary Lou, reading my mind and taking the paper and the box",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",Mary,PROPN,mary,NNP,compound,"
    “I’ll do it,” said Mary Lou, reading my mind and taking the paper and the box",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",Lou,PROPN,lou,NNP,nsubj,"
    “I’ll do it,” said Mary Lou, reading my mind and taking the paper and the box",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",reading,VERB,read,VBG,advcl,"
    “I’ll do it,” said Mary Lou, reading my mind and taking the paper and the box",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",mind,NOUN,mind,NN,dobj,"
    “I’ll do it,” said Mary Lou, reading my mind and taking the paper and the box",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",taking,VERB,take,VBG,conj,"
    “I’ll do it,” said Mary Lou, reading my mind and taking the paper and the box",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",paper,NOUN,paper,NN,dobj,"
    “I’ll do it,” said Mary Lou, reading my mind and taking the paper and the box",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",box,NOUN,box,NN,conj,"
    “I’ll do it,” said Mary Lou, reading my mind and taking the paper and the box",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",time,NOUN,time,NN,pobj,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",moment,NOUN,moment,NN,meta,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",CE26]didn’t,NOUN,ce26]didn’t,NN,nsubj,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",special,ADJ,special,JJ,oprd,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",watching,VERB,watch,VBG,advcl,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",Mary,PROPN,mary,NNP,compound,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",Lou,PROPN,lou,NNP,nsubj,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",walk,VERB,walk,VB,ccomp,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",fire,NOUN,fire,NN,compound,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",pit,NOUN,pit,NN,pobj,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",pile,NOUN,pile,NN,npadvmod,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",papers[CE27][CE28,NOUN,papers[ce27][ce28,NN,pobj,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",arms,NOUN,arm,NNS,pobj,"At the time the moment [CE26]didn’t seem so special, watching Mary Lou walk out to the fire pit, a pile of papers[CE27][CE28] in her arms.",,,
Chapter 3,"Burning the Trash, Part 1[CE22]",realized,VERB,realize,VBD,ROOT,I realized Mary Lou actually liked burning the trash.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",Mary,PROPN,mary,NNP,compound,I realized Mary Lou actually liked burning the trash.,,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",Lou,PROPN,lou,NNP,nsubj,I realized Mary Lou actually liked burning the trash.,,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",actually,ADV,actually,RB,advmod,I realized Mary Lou actually liked burning the trash.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",liked,VERB,like,VBD,ccomp,I realized Mary Lou actually liked burning the trash.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",burning,VERB,burn,VBG,xcomp,I realized Mary Lou actually liked burning the trash.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",trash,NOUN,trash,NN,dobj,I realized Mary Lou actually liked burning the trash.,,,
Chapter 3,"Burning the Trash, Part 1[CE22]",Mary,PROPN,mary,NNP,compound,"
    “Mary Lou!”",,Mary Lou,PERSON
Chapter 3,"Burning the Trash, Part 1[CE22]",Lou,PROPN,lou,NNP,appos,"
    “Mary Lou!”",,Mary Lou,PERSON
Chapter 4,Branded,Dr.,PROPN,dr.,NNP,compound,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,,
Chapter 4,Branded,Stanton,PROPN,stanton,NNP,nsubj,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,Dr. Stanton,Stanton,PERSON
Chapter 4,Branded,ran,VERB,run,VBD,ROOT,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,,
Chapter 4,Branded,car,NOUN,car,NN,pobj,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,,
Chapter 4,Branded,huge,ADJ,huge,JJ,amod,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,,
Chapter 4,Branded,needle,NOUN,needle,NN,pobj,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,,
Chapter 4,Branded,knew,VERB,know,VBD,conj,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,,
Chapter 4,Branded,going,VERB,go,VBG,ccomp,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,,
Chapter 4,Branded,stick,VERB,stick,VB,xcomp,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,,
Chapter 4,Branded,Mary,PROPN,mary,NNP,compound,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,Mary Lou,PERSON
Chapter 4,Branded,Lou,PROPN,lou,NNP,pobj,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,Mary Lou,PERSON
Chapter 4,Branded,stupid,ADJ,stupid,JJ,amod,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,,
Chapter 4,Branded,reason,NOUN,reason,NN,pobj,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,,
Chapter 4,Branded,scared,VERB,scare,VBD,relcl,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,,
Chapter 4,Branded,burns,NOUN,burn,NNS,nsubj,Dr. Stanton ran out to the car with a huge needle and I knew he was going to stick it into Mary Lou and for some stupid reason that scared me more than the burns did.,,,
Chapter 4,Branded,shot,NOUN,shot,NN,nsubj,"The shot made Mary Lou stop screaming, but every time we ran over a bump in the road, she moaned and that was even worse.",,,
Chapter 4,Branded,Mary,PROPN,mary,NNP,compound,"The shot made Mary Lou stop screaming, but every time we ran over a bump in the road, she moaned and that was even worse.",,Mary Lou,PERSON
Chapter 4,Branded,Lou,PROPN,lou,NNP,nsubj,"The shot made Mary Lou stop screaming, but every time we ran over a bump in the road, she moaned and that was even worse.",,Mary Lou,PERSON
Chapter 4,Branded,stop,VERB,stop,VB,ccomp,"The shot made Mary Lou stop screaming, but every time we ran over a bump in the road, she moaned and that was even worse.",,,
Chapter 4,Branded,screaming,VERB,scream,VBG,xcomp,"The shot made Mary Lou stop screaming, but every time we ran over a bump in the road, she moaned and that was even worse.",,,
Chapter 4,Branded,time,NOUN,time,NN,npadvmod,"The shot made Mary Lou stop screaming, but every time we ran over a bump in the road, she moaned and that was even worse.",,,
Chapter 4,Branded,ran,VERB,run,VBD,conj,"The shot made Mary Lou stop screaming, but every time we ran over a bump in the road, she moaned and that was even worse.",,,
Chapter 4,Branded,bump,NOUN,bump,NN,pobj,"The shot made Mary Lou stop screaming, but every time we ran over a bump in the road, she moaned and that was even worse.",,,
Chapter 4,Branded,road,NOUN,road,NN,pobj,"The shot made Mary Lou stop screaming, but every time we ran over a bump in the road, she moaned and that was even worse.",,,
Chapter 4,Branded,moaned,VERB,moan,VBD,ROOT,"The shot made Mary Lou stop screaming, but every time we ran over a bump in the road, she moaned and that was even worse.",,,
Chapter 4,Branded,worse,ADJ,bad,JJR,acomp,"The shot made Mary Lou stop screaming, but every time we ran over a bump in the road, she moaned and that was even worse.",,,
Chapter 4,Branded,finally,ADV,finally,RB,advmod,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,got,VERB,get,VBD,ROOT,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,hospital,NOUN,hospital,NN,pobj,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,Mary,PROPN,mary,NNP,compound,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,Mary Lou,PERSON
Chapter 4,Branded,Lou,PROPN,lou,NNP,nsubjpass,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,Mary Lou,PERSON
Chapter 4,Branded,stretcher,NOUN,stretcher,NN,pobj,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,picked,VERB,pick,VBD,conj,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,corner,NOUN,corner,NN,dobj,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,blanket,NOUN,blanket,NN,pobj,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,skin,NOUN,skin,NN,nsubj,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,came,VERB,come,VBD,conj,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,wheeled,VERB,wheel,VBN,conj,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,away,ADV,away,RB,advmod,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,mom,NOUN,mom,NN,nsubj,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,rushing,VERB,rush,VBG,advcl,"
    We finally got to the hospital and Mary Lou was put on a stretcher and someone picked up a corner of the blanket but her skin came off too, so they put it back down, and then she was wheeled away, my mom rushing after her.",,,
Chapter 4,Branded,Mary,PROPN,mary,NNP,compound,"Mary Lou wanted to wear lipstick, but Mom wouldn’t let her.",,Mary Lou,PERSON
Chapter 4,Branded,Lou,PROPN,lou,NNP,nsubj,"Mary Lou wanted to wear lipstick, but Mom wouldn’t let her.",,Mary Lou,PERSON
Chapter 4,Branded,wanted,VERB,want,VBD,ROOT,"Mary Lou wanted to wear lipstick, but Mom wouldn’t let her.",,,
Chapter 4,Branded,wear,VERB,wear,VB,xcomp,"Mary Lou wanted to wear lipstick, but Mom wouldn’t let her.",,,
Chapter 4,Branded,lipstick,NOUN,lipstick,NN,dobj,"Mary Lou wanted to wear lipstick, but Mom wouldn’t let her.",,,
Chapter 4,Branded,Mom,NOUN,mom,NN,nsubj,"Mary Lou wanted to wear lipstick, but Mom wouldn’t let her.",,,
Chapter 4,Branded,let,VERB,let,VB,conj,"Mary Lou wanted to wear lipstick, but Mom wouldn’t let her.",,,
Chapter 4,Branded,Mary,PROPN,mary,NNP,compound,"
    “Is Mary Lou going to be okay?”",,Mary Lou,PERSON
Chapter 4,Branded,Lou,PROPN,lou,NNP,nsubj,"
    “Is Mary Lou going to be okay?”",,Mary Lou,PERSON
Chapter 4,Branded,going,VERB,go,VBG,ROOT,"
    “Is Mary Lou going to be okay?”",,,
Chapter 4,Branded,okay,ADJ,okay,JJ,acomp,"
    “Is Mary Lou going to be okay?”",,,
Chapter 4,Branded,skin,NOUN,skin,NN,nsubj,My skin itched every time we went over a bump and I remembered Mary Lou.,,,
Chapter 4,Branded,itched,VERB,itch,VBD,ROOT,My skin itched every time we went over a bump and I remembered Mary Lou.,,,
Chapter 4,Branded,time,NOUN,time,NN,npadvmod,My skin itched every time we went over a bump and I remembered Mary Lou.,,,
Chapter 4,Branded,went,VERB,go,VBD,relcl,My skin itched every time we went over a bump and I remembered Mary Lou.,,,
Chapter 4,Branded,bump,NOUN,bump,NN,pobj,My skin itched every time we went over a bump and I remembered Mary Lou.,,,
Chapter 4,Branded,remembered,VERB,remember,VBD,conj,My skin itched every time we went over a bump and I remembered Mary Lou.,,,
Chapter 4,Branded,Mary,PROPN,mary,NNP,compound,My skin itched every time we went over a bump and I remembered Mary Lou.,,Mary Lou,PERSON
Chapter 4,Branded,Lou,PROPN,lou,NNP,dobj,My skin itched every time we went over a bump and I remembered Mary Lou.,,Mary Lou,PERSON
Chapter 4,Branded,knew,VERB,know,VBD,ROOT,I knew Mary Lou got up at 4:30 a.m. each day to do the paper route.,,,
Chapter 4,Branded,Mary,PROPN,mary,NNP,compound,I knew Mary Lou got up at 4:30 a.m. each day to do the paper route.,,Mary Lou,PERSON
Chapter 4,Branded,Lou,PROPN,lou,NNP,nsubj,I knew Mary Lou got up at 4:30 a.m. each day to do the paper route.,,Mary Lou,PERSON
Chapter 4,Branded,got,VERB,get,VBD,ccomp,I knew Mary Lou got up at 4:30 a.m. each day to do the paper route.,,,
Chapter 4,Branded,4:30,NUM,4:30,CD,nummod,I knew Mary Lou got up at 4:30 a.m. each day to do the paper route.,,4:30 a.m.,TIME
Chapter 4,Branded,a.m.,NOUN,a.m.,NN,pobj,I knew Mary Lou got up at 4:30 a.m. each day to do the paper route.,,4:30 a.m.,TIME
Chapter 4,Branded,day,NOUN,day,NN,npadvmod,I knew Mary Lou got up at 4:30 a.m. each day to do the paper route.,,each day,DATE
Chapter 4,Branded,paper,NOUN,paper,NN,compound,I knew Mary Lou got up at 4:30 a.m. each day to do the paper route.,,,
Chapter 4,Branded,route,NOUN,route,NN,dobj,I knew Mary Lou got up at 4:30 a.m. each day to do the paper route.,,,
Chapter 5,the Paper Route,Mary,PROPN,mary,NNP,compound,And Mary Lou did this every single day.,,Mary Lou,PERSON
Chapter 5,the Paper Route,Lou,PROPN,lou,NNP,nsubj,And Mary Lou did this every single day.,,Mary Lou,PERSON
Chapter 5,the Paper Route,single,ADJ,single,JJ,amod,And Mary Lou did this every single day.,,,
Chapter 5,the Paper Route,day,NOUN,day,NN,npadvmod,And Mary Lou did this every single day.,,,
Chapter 5,the Paper Route,let,VERB,let,VB,ROOT,I couldn’t let Mary Lou down.,,,
Chapter 5,the Paper Route,Mary,PROPN,mary,NNP,compound,I couldn’t let Mary Lou down.,,Mary Lou,PERSON
Chapter 5,the Paper Route,Lou,PROPN,lou,NNP,nsubj,I couldn’t let Mary Lou down.,,Mary Lou,PERSON
Chapter 5,the Paper Route,time,NOUN,time,NN,dobj,"I didn’t have the time to patch it, so I pulled out the blue bike Mary Lou used.",,,
